name,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,precipitation_sum
Buin,2024-01-12,27.9,10.5,18.2,27.9,0.0
Buin,2024-01-13,27.7,9.4,17.2,27.4,0.0
Buin,2024-01-14,34.1,11.0,21.6,33.2,0.0
Buin,2024-01-15,31.3,13.6,21.4,29.7,0.0
Buin,2024-01-16,32.0,10.2,21.0,31.5,0.0
Buin,2024-01-17,29.1,13.4,20.5,29.1,0.0
Buin,2024-01-18,32.3,11.5,21.1,32.8,0.0
Buin,2024-01-19,32.5,15.1,22.5,31.4,0.0
Buin,2024-01-20,30.3,14.5,21.4,29.5,0.0
Buin,2024-01-21,32.4,11.8,20.8,32.2,0.0
Buin,2024-01-22,32.3,12.5,21.2,33.0,0.0
Buin,2024-01-23,30.1,11.3,19.4,30.2,0.0
Buin,2024-01-24,34.7,12.5,22.1,35.0,0.0
Buin,2024-01-25,30.2,14.4,21.3,30.3,0.0
Buin,2024-01-26,30.4,11.7,19.9,30.1,0.0
Buin,2024-01-27,33.2,12.2,21.0,34.1,0.0
Buin,2024-01-28,29.1,13.7,20.1,29.7,0.0
Buin,2024-01-29,31.9,12.3,20.5,32.5,0.0
Buin,2024-01-30,35.5,12.6,22.2,35.6,0.0
Buin,2024-01-31,37.8,16.1,25.7,36.5,0.0
Buin,2024-02-01,35.1,16.6,24.4,34.7,0.0
Buin,2024-02-02,35.7,14.3,24.9,35.5,0.0
Buin,2024-02-03,35.5,17.5,25.9,36.4,0.0
Buin,2024-02-04,30.3,15.1,21.1,30.0,0.0
Buin,2024-02-05,32.8,11.3,21.2,33.4,0.0
Buin,2024-02-06,30.2,14.3,21.3,30.0,0.0
Buin,2024-02-07,34.4,13.5,22.7,35.7,0.0
Buin,2024-02-08,32.2,15.8,22.9,32.6,0.0
Buin,2024-02-09,30.6,12.9,20.8,31.1,0.0
Buin,2024-02-10,33.4,12.3,22.0,33.3,0.0
Buin,2024-02-11,29.9,10.6,19.1,29.6,0.0
Buin,2024-02-12,35.1,12.9,23.0,35.8,0.0
Buin,2024-02-13,29.7,14.8,22.5,29.7,0.0
Buin,2024-02-14,31.2,10.9,19.1,31.1,0.0
Buin,2024-02-15,31.1,10.7,18.9,32.1,0.0
Buin,2024-02-16,29.0,11.0,18.7,29.6,0.0
Buin,2024-02-17,33.7,12.5,22.3,34.9,0.0
Buin,2024-02-18,32.1,16.2,22.9,31.3,0.0
Buin,2024-02-19,28.6,11.8,18.9,28.8,0.0
Buin,2024-02-20,29.0,11.8,18.8,29.7,0.0
Buin,2024-02-21,28.6,11.1,18.6,28.2,0.0
Buin,2024-02-22,18.9,13.1,16.4,18.0,9.8
Buin,2024-02-23,28.6,12.1,19.9,29.8,0.1
Buin,2024-02-24,30.2,14.0,21.0,31.3,0.1
Buin,2024-02-25,29.8,13.5,20.2,29.9,0.0
Buin,2024-02-26,32.2,11.5,20.8,31.9,0.0
Buin,2024-02-27,30.9,13.2,21.0,30.0,0.0
Buin,2024-02-28,32.5,11.9,21.0,31.8,0.0
Buin,2024-02-29,32.5,15.4,22.0,32.4,0.0
Buin,2024-03-01,28.4,12.1,19.6,27.7,0.0
Buin,2024-03-02,30.1,13.6,21.1,29.9,0.0
Buin,2024-03-03,30.3,14.0,21.0,29.0,0.0
Buin,2024-03-04,31.3,12.4,20.5,29.4,0.0
Buin,2024-03-05,28.6,12.5,19.4,27.7,0.0
Buin,2024-03-06,28.7,11.2,18.7,28.3,0.0
Buin,2024-03-07,27.1,9.5,17.3,25.6,0.0
Buin,2024-03-08,27.6,7.8,16.5,26.4,0.0
Buin,2024-03-09,29.4,10.7,18.8,28.8,0.0
Buin,2024-03-10,28.0,11.0,18.3,27.5,0.0
