name,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,precipitation_sum
Colina,2018-08-04,15.5,8.0,10.8,13.2,0.0
Colina,2018-08-05,14.0,8.9,11.2,11.2,0.0
Colina,2018-08-06,12.9,5.3,10.2,10.5,0.6
Colina,2018-08-07,7.4,1.1,4.1,4.8,17.8
Colina,2018-08-08,19.9,2.0,12.1,17.4,0.0
Colina,2018-08-09,20.2,12.6,17.1,18.6,0.0
Colina,2018-08-10,18.5,12.4,15.4,17.6,0.0
Colina,2018-08-11,14.4,8.9,12.0,12.3,0.0
Colina,2018-08-12,11.4,4.2,8.5,9.9,0.2
Colina,2018-08-13,8.7,3.2,5.9,5.9,5.9
Colina,2018-08-14,15.6,7.5,12.0,13.9,0.0
Colina,2018-08-15,19.7,13.4,16.0,18.4,0.0
Colina,2018-08-16,16.0,12.0,14.3,15.2,0.0
Colina,2018-08-17,14.0,6.7,10.2,12.2,0.0
Colina,2018-08-18,8.5,3.6,6.1,5.6,1.7
Colina,2018-08-19,12.8,4.4,8.7,11.0,0.0
Colina,2018-08-20,15.5,9.4,12.5,13.4,0.0
Colina,2018-08-21,17.2,7.8,12.8,15.5,0.0
Colina,2018-08-22,14.3,4.1,10.5,11.8,0.3
Colina,2018-08-23,6.4,-1.0,2.7,2.7,10.3
Colina,2018-08-24,9.1,-3.3,3.5,6.3,0.0
Colina,2018-08-25,15.9,6.0,10.6,12.7,0.0
Colina,2018-08-26,21.4,14.7,17.8,20.8,0.0
Colina,2018-08-27,14.7,10.7,12.9,14.7,0.0
Colina,2018-08-28,14.6,9.0,11.7,13.7,0.0
Colina,2018-08-29,14.2,7.7,10.1,13.5,0.0
Colina,2018-08-30,9.9,5.1,7.3,7.9,6.5
Colina,2018-08-31,6.6,2.7,5.0,4.7,4.6
Colina,2018-09-01,11.1,2.2,6.9,8.9,0.0
Colina,2018-09-02,15.4,7.9,11.4,14.5,0.0
Colina,2018-09-03,20.9,11.9,16.9,20.8,0.0
Colina,2018-09-04,24.2,10.2,19.0,23.6,0.0
Colina,2018-09-05,13.6,6.6,9.8,12.8,0.0
Colina,2018-09-06,15.0,7.8,11.1,14.1,0.0
Colina,2018-09-07,15.9,10.1,12.8,15.6,0.0
Colina,2018-09-08,17.2,9.1,12.9,16.2,0.0
Colina,2018-09-09,17.9,12.7,14.5,17.0,0.0
Colina,2018-09-10,20.2,12.5,15.9,18.5,0.0
Colina,2018-09-11,15.9,7.3,11.7,14.5,0.0
Colina,2018-09-12,12.8,7.4,9.6,10.5,0.0
Colina,2018-09-13,15.4,7.9,10.9,14.2,0.0
Colina,2018-09-14,14.7,6.3,10.7,13.3,0.0
Colina,2018-09-15,11.1,5.0,7.1,9.4,0.3
Colina,2018-09-16,14.7,3.7,8.7,12.9,0.1
Colina,2018-09-17,15.4,8.5,11.0,13.3,0.0
Colina,2018-09-18,9.8,4.2,7.2,5.5,38.2
Colina,2018-09-19,11.5,2.1,7.0,9.2,0.0
Colina,2018-09-20,14.2,9.9,11.8,12.0,0.0
Colina,2018-09-21,19.6,11.0,14.9,19.5,0.0
Colina,2018-09-22,14.2,7.3,10.2,13.5,0.4
Colina,2018-09-23,13.1,4.9,8.6,12.1,2.9
Colina,2018-09-24,14.6,8.1,11.2,13.0,0.0
Colina,2018-09-25,16.1,10.9,12.8,14.4,0.0
Colina,2018-09-26,16.3,8.2,12.6,14.6,0.2
Colina,2018-09-27,15.2,7.4,11.5,13.7,1.3
Colina,2018-09-28,16.5,8.3,10.7,14.8,5.7
Colina,2018-09-29,10.4,5.8,7.6,8.3,12.5
Colina,2018-09-30,6.3,3.6,5.1,4.1,9.4
Colina,2018-10-01,12.5,2.9,7.7,11.7,2.3
Colina,2018-10-02,14.9,7.5,10.6,13.8,0.0
Colina,2018-10-03,18.3,9.8,13.9,16.9,0.0
Colina,2018-10-04,21.1,12.3,17.0,20.7,0.0
Colina,2018-10-05,18.0,10.8,13.9,19.1,0.0
Colina,2018-10-06,20.4,11.4,15.3,20.1,0.0
Colina,2018-10-07,17.7,9.8,13.3,18.1,0.0
Colina,2018-10-08,11.1,6.1,8.1,8.9,6.4
Colina,2018-10-09,12.8,4.8,8.6,12.0,0.4
Colina,2018-10-10,15.0,8.5,11.6,13.4,0.0
Colina,2018-10-11,12.6,4.8,9.4,10.8,0.6
Colina,2018-10-12,12.7,4.1,7.2,12.2,2.0
Colina,2018-10-13,11.9,3.8,7.4,10.6,0.4
Colina,2018-10-14,15.3,4.3,9.7,14.2,0.2
Colina,2018-10-15,16.3,7.3,12.2,15.9,0.0
Colina,2018-10-16,10.6,5.6,7.7,8.7,0.2
Colina,2018-10-17,14.2,4.8,8.2,11.4,3.5
Colina,2018-10-18,16.7,5.8,10.8,16.1,0.0
Colina,2018-10-19,17.5,7.0,12.0,17.7,0.0
Colina,2018-10-20,16.7,6.9,11.0,16.2,0.0
Colina,2018-10-21,17.8,7.2,12.2,16.9,0.0
Colina,2018-10-22,18.9,11.1,14.1,17.6,0.0
Colina,2018-10-23,18.6,7.9,12.9,17.7,0.2
Colina,2018-10-24,16.9,7.1,11.5,15.4,0.0
Colina,2018-10-25,17.4,9.1,12.4,15.0,0.0
Colina,2018-10-26,21.0,8.5,14.3,20.0,0.0
Colina,2018-10-27,20.9,11.9,14.8,19.4,0.0
Colina,2018-10-28,19.2,11.7,14.7,16.2,0.1
Colina,2018-10-29,19.2,9.5,13.3,16.5,1.1
Colina,2018-10-30,16.2,7.1,11.0,15.6,6.7
Colina,2018-10-31,18.7,8.4,12.6,18.2,0.1
Colina,2018-11-01,15.7,9.7,12.4,14.2,0.9
Colina,2018-11-02,16.7,9.2,11.7,15.0,1.7
Colina,2018-11-03,19.4,9.6,14.0,19.1,0.1
Colina,2018-11-04,18.8,8.7,13.2,18.2,0.0
Colina,2018-11-05,22.2,9.6,15.7,20.9,0.0
Colina,2018-11-06,25.7,15.4,19.8,24.0,0.0
Colina,2018-11-07,27.4,16.9,20.9,24.9,0.0
Colina,2018-11-08,26.3,14.3,19.3,25.4,0.0
Colina,2018-11-09,26.0,12.3,17.3,22.7,0.0
Colina,2018-11-10,23.1,9.8,15.1,18.7,0.7
Colina,2018-11-11,18.1,7.8,11.7,16.0,3.8
Colina,2018-11-12,14.1,4.8,8.3,10.9,8.9
Colina,2018-11-13,12.8,4.2,8.7,10.8,1.3
Colina,2018-11-14,21.0,6.5,14.5,19.3,0.0
Colina,2018-11-15,22.1,12.2,16.3,20.5,0.0
Colina,2018-11-16,21.7,11.1,15.6,20.3,0.0
Colina,2018-11-17,16.7,7.6,12.3,16.7,0.0
Colina,2018-11-18,25.2,11.5,18.2,23.1,0.0
Colina,2018-11-19,25.8,15.7,20.0,24.0,0.0
Colina,2018-11-20,25.7,16.0,20.0,24.1,0.0
Colina,2018-11-21,23.9,13.3,18.0,22.8,0.0
Colina,2018-11-22,23.1,11.7,16.9,21.8,0.0
Colina,2018-11-23,22.4,13.1,17.4,22.3,0.0
Colina,2018-11-24,24.9,15.0,18.9,23.3,0.0
Colina,2018-11-25,24.1,14.2,18.5,22.0,0.0
Colina,2018-11-26,22.7,12.9,17.3,20.2,0.0
Colina,2018-11-27,23.8,12.0,17.5,22.0,0.0
Colina,2018-11-28,22.8,12.6,17.0,21.3,0.0
Colina,2018-11-29,21.2,10.9,15.5,21.0,0.0
Colina,2018-11-30,21.8,11.5,16.3,20.7,0.0
Colina,2018-12-01,25.2,13.3,17.5,23.7,0.2
Colina,2018-12-02,22.4,12.9,16.7,21.6,0.0
Colina,2018-12-03,21.9,11.6,15.8,20.5,0.0
Colina,2018-12-04,14.0,8.3,11.0,12.5,9.6
Colina,2018-12-05,19.8,8.6,13.9,18.5,0.1
Colina,2018-12-06,22.8,13.8,17.6,22.4,0.0
Colina,2018-12-07,23.0,12.9,17.1,22.0,0.0
Colina,2018-12-08,21.3,9.6,14.1,20.1,0.2
Colina,2018-12-09,24.2,7.5,16.0,22.4,0.0
Colina,2018-12-10,23.5,13.2,17.1,22.9,0.0
Colina,2018-12-11,22.5,9.2,15.6,20.8,0.0
Colina,2018-12-12,24.3,11.2,16.7,23.6,0.0
Colina,2018-12-13,20.2,6.9,12.0,18.3,0.0
Colina,2018-12-14,21.3,6.6,13.8,19.0,0.0
Colina,2018-12-15,23.8,12.4,17.3,22.3,0.0
Colina,2018-12-16,25.8,14.2,19.2,24.4,0.0
Colina,2018-12-17,25.2,14.1,18.6,24.5,0.0
Colina,2018-12-18,26.1,13.2,18.8,26.0,0.0
Colina,2018-12-19,25.6,13.4,17.7,24.8,0.1
Colina,2018-12-20,23.8,11.2,16.4,22.0,0.0
Colina,2018-12-21,25.2,13.7,18.5,23.5,0.0
Colina,2018-12-22,22.6,12.2,16.8,22.0,0.0
Colina,2018-12-23,26.2,13.2,19.2,25.5,0.0
Colina,2018-12-24,27.1,15.9,20.4,27.0,0.0
Colina,2018-12-25,26.2,14.7,19.9,25.3,0.0
Colina,2018-12-26,23.9,12.3,17.3,23.8,0.0
Colina,2018-12-27,23.2,11.3,17.1,22.3,0.0
Colina,2018-12-28,24.3,12.6,17.8,23.6,0.0
Colina,2018-12-29,22.0,11.8,16.1,20.7,0.0
Colina,2018-12-30,24.5,14.0,18.4,22.8,0.0
Colina,2018-12-31,25.1,14.4,19.0,23.5,0.0
Colina,2019-01-01,26.0,15.0,19.8,24.2,0.0
Colina,2019-01-02,25.5,15.3,19.9,23.8,0.0
Colina,2019-01-03,27.9,17.0,21.7,25.8,0.0
Colina,2019-01-04,26.8,16.6,20.9,25.6,0.0
Colina,2019-01-05,23.2,14.5,18.3,22.5,0.0
Colina,2019-01-06,20.3,11.3,14.7,19.8,0.3
Colina,2019-01-07,21.3,10.2,14.3,20.9,0.1
Colina,2019-01-08,22.2,7.7,13.3,20.7,0.0
Colina,2019-01-09,16.8,8.4,12.1,14.6,0.0
Colina,2019-01-10,23.2,9.5,15.7,22.9,0.0
Colina,2019-01-11,23.0,12.4,16.4,22.1,0.0
Colina,2019-01-12,21.9,11.6,15.7,20.4,0.0
Colina,2019-01-13,21.4,10.7,15.5,21.4,0.0
Colina,2019-01-14,21.1,10.3,15.0,19.6,1.0
Colina,2019-01-15,25.9,11.9,18.6,24.6,0.0
Colina,2019-01-16,22.7,13.2,17.3,21.4,0.0
Colina,2019-01-17,22.7,10.2,16.4,20.8,0.0
Colina,2019-01-18,28.8,15.9,21.3,27.3,0.0
Colina,2019-01-19,25.6,16.0,19.5,24.6,0.0
Colina,2019-01-20,25.4,14.9,19.3,25.0,0.0
Colina,2019-01-21,27.1,16.4,20.8,26.0,0.0
Colina,2019-01-22,26.7,15.7,20.3,25.0,0.0
Colina,2019-01-23,26.2,17.1,20.8,24.4,0.0
Colina,2019-01-24,26.7,15.4,20.6,26.3,0.0
Colina,2019-01-25,26.8,17.2,21.5,26.1,0.0
Colina,2019-01-26,32.5,19.7,25.4,31.4,0.0
Colina,2019-01-27,30.3,19.9,24.2,28.1,0.0
Colina,2019-01-28,28.4,17.2,22.3,26.6,0.0
Colina,2019-01-29,25.1,16.3,19.9,23.6,0.0
Colina,2019-01-30,27.1,14.3,19.9,25.8,0.0
Colina,2019-01-31,29.2,17.7,22.5,26.8,0.0
Colina,2019-02-01,27.8,17.9,21.7,26.2,0.0
Colina,2019-02-02,27.5,17.0,21.5,26.5,0.0
Colina,2019-02-03,27.5,18.5,22.1,27.5,0.0
Colina,2019-02-04,28.2,18.2,22.2,27.9,0.0
Colina,2019-02-05,28.5,18.7,22.7,28.0,0.0
Colina,2019-02-06,27.1,18.1,22.3,26.9,0.0
Colina,2019-02-07,26.7,16.7,20.7,27.1,0.0
Colina,2019-02-08,25.2,15.6,19.9,24.6,0.0
Colina,2019-02-09,26.2,16.6,20.6,25.8,0.0
Colina,2019-02-10,24.8,15.4,19.3,24.4,0.0
Colina,2019-02-11,19.6,11.4,15.6,17.7,0.0
Colina,2019-02-12,25.4,12.6,18.0,25.5,0.0
Colina,2019-02-13,22.0,10.4,15.4,20.2,0.0
Colina,2019-02-14,29.6,14.9,21.8,27.7,0.0
Colina,2019-02-15,26.6,16.0,21.4,26.2,0.0
Colina,2019-02-16,22.3,12.6,16.8,22.3,0.0
Colina,2019-02-17,23.9,13.3,18.0,24.2,0.0
Colina,2019-02-18,24.8,14.8,18.8,24.0,0.0
Colina,2019-02-19,25.6,14.5,19.2,25.0,0.0
Colina,2019-02-20,24.3,15.3,19.4,24.6,0.0
Colina,2019-02-21,22.7,13.1,17.3,22.9,0.0
Colina,2019-02-22,23.6,12.3,17.3,23.9,0.3
Colina,2019-02-23,23.8,13.3,18.1,23.4,0.0
Colina,2019-02-24,23.6,14.0,18.0,22.3,0.0
Colina,2019-02-25,23.9,14.9,18.2,22.6,0.0
Colina,2019-02-26,24.6,14.8,18.8,22.9,0.0
Colina,2019-02-27,25.1,16.4,20.2,23.3,0.0
Colina,2019-02-28,25.3,15.2,19.9,24.2,0.0
Colina,2019-03-01,24.9,14.6,19.0,23.9,0.0
Colina,2019-03-02,24.8,15.0,19.3,23.6,0.0
Colina,2019-03-03,22.6,13.3,17.2,22.1,0.0
Colina,2019-03-04,21.5,12.3,16.0,19.8,0.0
Colina,2019-03-05,24.7,14.0,18.5,23.7,0.0
Colina,2019-03-06,24.3,14.7,19.0,22.6,0.0
Colina,2019-03-07,23.0,13.0,17.0,21.2,0.0
Colina,2019-03-08,20.2,12.5,15.4,20.5,0.0
Colina,2019-03-09,21.3,11.3,15.5,19.7,0.0
Colina,2019-03-10,20.1,8.4,13.8,18.1,0.0
Colina,2019-03-11,22.1,11.3,15.9,20.8,0.0
Colina,2019-03-12,25.1,14.1,18.8,22.7,0.0
Colina,2019-03-13,23.7,14.7,18.3,22.1,0.0
Colina,2019-03-14,23.0,14.0,17.4,21.6,0.0
Colina,2019-03-15,22.8,13.5,16.9,21.5,0.0
Colina,2019-03-16,20.8,12.1,15.8,18.4,0.0
Colina,2019-03-17,23.0,11.6,16.2,21.1,0.0
Colina,2019-03-18,21.9,12.6,16.6,20.3,0.0
Colina,2019-03-19,21.2,10.0,15.1,17.5,0.0
Colina,2019-03-20,22.4,14.1,17.2,19.6,0.0
Colina,2019-03-21,22.8,12.1,17.2,20.3,0.0
Colina,2019-03-22,25.0,12.5,19.1,22.3,0.0
Colina,2019-03-23,23.3,15.1,18.4,21.5,0.0
Colina,2019-03-24,24.0,14.9,18.4,22.1,0.0
Colina,2019-03-25,22.2,14.1,17.1,20.8,0.0
Colina,2019-03-26,23.3,14.6,18.0,21.6,0.0
Colina,2019-03-27,23.2,12.6,17.9,22.0,0.0
Colina,2019-03-28,22.8,11.8,16.3,21.3,0.0
Colina,2019-03-29,23.1,13.6,18.1,22.3,0.0
Colina,2019-03-30,22.7,14.6,18.1,19.7,0.6
Colina,2019-03-31,17.6,9.6,12.9,15.8,1.2
Colina,2019-04-01,20.7,11.2,15.3,19.5,0.0
Colina,2019-04-02,22.8,14.1,17.6,22.2,0.0
Colina,2019-04-03,19.1,11.1,15.6,18.6,0.0
Colina,2019-04-04,18.2,9.7,13.5,17.1,0.0
Colina,2019-04-05,22.8,12.8,17.2,20.4,0.0
Colina,2019-04-06,23.0,14.7,18.5,20.6,0.0
Colina,2019-04-07,25.3,16.3,20.3,23.1,0.0
Colina,2019-04-08,22.4,12.9,17.0,20.9,0.0
Colina,2019-04-09,17.2,7.7,12.4,16.1,0.0
Colina,2019-04-10,19.8,7.7,13.7,16.9,0.0
Colina,2019-04-11,20.1,12.1,15.3,18.1,0.0
Colina,2019-04-12,18.5,10.9,13.5,16.7,0.0
Colina,2019-04-13,13.3,8.4,10.8,11.7,0.2
Colina,2019-04-14,17.3,9.3,12.6,14.9,0.0
Colina,2019-04-15,23.1,12.0,17.6,20.9,0.0
Colina,2019-04-16,23.3,17.1,19.5,21.0,0.0
Colina,2019-04-17,22.9,14.8,18.5,20.4,0.0
Colina,2019-04-18,18.0,11.0,14.5,15.4,0.0
Colina,2019-04-19,16.3,9.6,12.5,14.1,0.0
Colina,2019-04-20,15.0,8.0,11.1,13.2,0.0
Colina,2019-04-21,14.0,7.1,9.8,12.0,0.0
Colina,2019-04-22,15.7,6.7,10.2,13.0,0.0
Colina,2019-04-23,15.8,8.3,11.3,12.6,0.0
Colina,2019-04-24,9.8,5.7,8.1,8.1,5.2
Colina,2019-04-25,14.1,6.6,9.7,12.4,0.0
Colina,2019-04-26,17.4,8.8,12.7,15.5,0.0
Colina,2019-04-27,19.7,12.8,15.6,17.9,0.0
Colina,2019-04-28,20.2,14.3,16.6,18.6,0.0
Colina,2019-04-29,17.5,12.5,14.4,15.4,0.0
Colina,2019-04-30,18.1,11.0,13.9,15.6,0.0
Colina,2019-05-01,20.1,12.2,15.6,17.2,0.0
Colina,2019-05-02,18.4,14.0,15.5,15.6,0.0
Colina,2019-05-03,17.6,11.3,14.2,14.8,0.0
Colina,2019-05-04,15.6,8.6,12.1,13.0,0.0
Colina,2019-05-05,16.0,8.9,12.1,13.9,0.0
Colina,2019-05-06,19.5,11.3,15.4,17.2,0.0
Colina,2019-05-07,18.1,8.7,13.3,16.0,0.4
Colina,2019-05-08,14.6,7.5,12.3,12.5,0.0
Colina,2019-05-09,10.6,4.4,6.9,8.0,0.7
Colina,2019-05-10,12.6,5.3,8.4,9.5,0.0
Colina,2019-05-11,13.9,7.9,10.5,10.8,0.0
Colina,2019-05-12,16.6,9.0,12.7,13.3,0.0
Colina,2019-05-13,22.7,13.2,17.0,19.2,0.0
Colina,2019-05-14,23.2,15.9,19.2,19.7,0.0
Colina,2019-05-15,22.1,15.4,18.9,18.2,0.0
Colina,2019-05-16,17.2,8.7,14.4,13.9,0.0
Colina,2019-05-17,12.3,6.1,9.1,9.4,0.1
Colina,2019-05-18,12.8,5.9,8.6,9.5,0.6
Colina,2019-05-19,13.4,6.3,9.8,10.5,0.0
Colina,2019-05-20,7.4,0.8,4.4,4.4,7.2
Colina,2019-05-21,7.8,-1.0,3.4,4.3,0.0
Colina,2019-05-22,10.9,4.4,7.2,7.7,0.0
Colina,2019-05-23,16.1,3.8,10.5,12.4,0.0
Colina,2019-05-24,18.5,11.9,14.9,15.1,0.0
Colina,2019-05-25,16.4,4.2,10.3,12.3,0.4
Colina,2019-05-26,8.2,3.4,5.9,5.5,1.4
Colina,2019-05-27,10.6,5.0,7.2,8.0,2.1
Colina,2019-05-28,12.9,5.8,9.3,9.8,0.1
Colina,2019-05-29,12.3,6.6,9.3,9.3,6.2
Colina,2019-05-30,9.7,4.2,7.2,7.1,1.5
Colina,2019-05-31,9.3,5.2,7.3,5.8,1.3
Colina,2019-06-01,10.7,3.1,8.1,8.4,0.0
Colina,2019-06-02,14.1,8.9,11.3,10.9,0.0
Colina,2019-06-03,19.1,12.8,15.8,16.1,0.0
Colina,2019-06-04,17.2,11.9,15.4,14.0,0.0
Colina,2019-06-05,12.6,6.6,10.4,9.6,0.0
Colina,2019-06-06,9.1,3.6,6.5,6.7,12.0
Colina,2019-06-07,11.6,4.8,7.9,9.1,0.0
Colina,2019-06-08,14.8,9.7,12.8,11.8,0.0
Colina,2019-06-09,14.9,7.5,11.7,11.8,0.0
Colina,2019-06-10,13.4,9.0,10.9,10.4,0.0
Colina,2019-06-11,12.0,4.7,9.1,8.5,2.9
Colina,2019-06-12,10.8,3.6,6.8,6.0,0.5
Colina,2019-06-13,5.5,2.0,4.0,2.9,18.5
Colina,2019-06-14,6.3,1.7,3.9,2.1,2.8
Colina,2019-06-15,5.5,1.2,2.9,2.5,8.5
Colina,2019-06-16,7.0,-1.3,3.0,3.1,0.2
Colina,2019-06-17,4.7,0.6,3.1,1.7,2.1
Colina,2019-06-18,9.8,-2.9,4.4,6.3,0.0
Colina,2019-06-19,21.5,8.9,16.3,17.4,0.0
Colina,2019-06-20,21.6,9.3,16.5,17.3,0.0
Colina,2019-06-21,13.1,6.9,10.5,11.1,0.0
Colina,2019-06-22,17.4,11.9,14.7,15.0,0.0
Colina,2019-06-23,13.0,7.8,11.0,10.0,0.0
Colina,2019-06-24,11.5,-0.3,5.0,8.9,13.8
Colina,2019-06-25,5.8,-2.3,1.9,3.0,0.0
Colina,2019-06-26,9.7,2.0,5.9,6.4,0.0
Colina,2019-06-27,8.2,4.6,6.5,5.6,0.0
Colina,2019-06-28,8.0,3.9,5.6,5.7,3.0
Colina,2019-06-29,6.4,2.2,4.3,3.0,15.8
Colina,2019-06-30,7.8,3.6,5.4,4.8,0.0
Colina,2019-07-01,11.9,5.3,8.7,8.6,0.0
Colina,2019-07-02,10.8,5.8,8.6,8.1,0.0
Colina,2019-07-03,11.1,7.0,8.8,8.7,0.0
Colina,2019-07-04,11.3,7.8,9.3,9.1,0.0
Colina,2019-07-05,19.3,10.5,15.6,18.3,0.0
Colina,2019-07-06,18.8,9.6,14.7,15.0,0.0
Colina,2019-07-07,13.1,6.3,10.8,11.3,0.0
Colina,2019-07-08,12.5,7.1,9.4,9.6,0.0
Colina,2019-07-09,12.8,5.5,9.0,10.2,0.0
Colina,2019-07-10,9.4,6.7,7.8,7.2,0.0
Colina,2019-07-11,8.0,3.3,5.9,5.5,0.0
Colina,2019-07-12,8.9,4.0,5.6,6.1,0.2
Colina,2019-07-13,9.5,2.0,6.2,6.9,0.0
Colina,2019-07-14,10.6,5.4,7.8,7.9,0.0
Colina,2019-07-15,16.7,9.5,13.3,14.0,0.0
Colina,2019-07-16,15.7,11.7,13.5,12.2,0.0
Colina,2019-07-17,13.2,7.8,11.3,9.6,0.0
Colina,2019-07-18,12.5,6.6,9.1,9.9,0.0
Colina,2019-07-19,14.3,7.9,11.3,11.5,0.0
Colina,2019-07-20,13.8,6.2,10.6,10.8,0.0
Colina,2019-07-21,6.0,-0.3,3.0,3.4,11.3
Colina,2019-07-22,4.2,-0.7,1.4,1.0,0.1
Colina,2019-07-23,7.0,-0.7,3.5,4.1,0.0
Colina,2019-07-24,12.6,4.2,7.9,9.2,0.0
Colina,2019-07-25,7.3,3.3,4.5,4.9,0.0
Colina,2019-07-26,12.3,3.9,8.6,9.7,0.0
Colina,2019-07-27,13.9,6.5,11.1,11.0,0.0
Colina,2019-07-28,11.1,6.6,8.3,8.1,1.1
Colina,2019-07-29,13.4,5.6,10.1,11.6,0.0
Colina,2019-07-30,18.0,11.0,14.1,16.1,0.0
Colina,2019-07-31,13.5,3.6,9.8,11.0,2.4
Colina,2019-08-01,6.5,0.4,3.0,2.5,0.4
Colina,2019-08-02,13.7,3.6,9.0,10.8,0.0
Colina,2019-08-03,18.3,12.7,15.0,15.2,0.0
Colina,2019-08-04,20.9,15.1,17.2,18.3,0.0
Colina,2019-08-05,16.6,6.4,12.6,14.4,0.0
Colina,2019-08-06,8.0,1.6,5.0,5.1,2.1
Colina,2019-08-07,7.7,0.5,3.6,4.5,1.7
Colina,2019-08-08,7.2,1.7,3.7,4.3,0.1
Colina,2019-08-09,9.2,1.9,5.1,6.2,0.0
Colina,2019-08-10,13.2,3.5,8.4,10.2,0.0
Colina,2019-08-11,8.5,1.5,5.4,5.5,0.0
Colina,2019-08-12,11.6,2.5,7.0,8.4,1.3
Colina,2019-08-13,21.4,11.9,17.7,19.9,0.0
Colina,2019-08-14,22.5,11.0,17.7,19.8,0.0
Colina,2019-08-15,16.2,9.0,13.1,14.3,0.0
Colina,2019-08-16,12.4,3.9,8.5,10.5,1.5
Colina,2019-08-17,10.5,3.4,6.8,8.1,0.3
Colina,2019-08-18,10.2,5.3,7.8,8.1,0.2
Colina,2019-08-19,12.6,7.1,10.2,10.1,0.0
Colina,2019-08-20,19.7,13.1,15.9,17.8,0.0
Colina,2019-08-21,13.2,9.1,11.6,10.4,0.0
Colina,2019-08-22,21.9,8.3,15.8,20.0,0.0
Colina,2019-08-23,20.0,12.7,16.1,17.4,0.0
Colina,2019-08-24,19.3,10.8,14.5,16.5,0.0
Colina,2019-08-25,16.2,9.2,12.6,13.3,0.0
Colina,2019-08-26,18.3,9.9,13.8,15.8,0.0
Colina,2019-08-27,21.8,14.5,17.4,19.2,0.0
Colina,2019-08-28,23.6,10.9,16.9,19.5,0.0
Colina,2019-08-29,14.9,7.2,11.1,13.1,0.0
Colina,2019-08-30,14.3,5.7,9.2,11.8,0.7
Colina,2019-08-31,17.1,8.9,11.8,13.6,0.0
Colina,2019-09-01,17.5,10.6,12.9,14.0,0.0
Colina,2019-09-02,16.0,9.8,11.9,12.5,0.0
Colina,2019-09-03,18.0,9.4,13.4,14.6,0.0
Colina,2019-09-04,17.8,7.9,13.6,14.4,0.0
Colina,2019-09-05,10.2,4.2,6.6,7.5,1.3
Colina,2019-09-06,10.0,3.6,6.8,7.0,0.4
Colina,2019-09-07,8.6,2.5,5.6,6.1,3.2
Colina,2019-09-08,11.6,1.9,5.8,10.2,3.4
Colina,2019-09-09,9.0,2.1,4.5,4.0,11.6
Colina,2019-09-10,9.6,2.8,5.1,7.2,1.0
Colina,2019-09-11,10.6,0.6,5.5,8.2,0.4
Colina,2019-09-12,17.9,5.9,12.2,15.9,0.0
Colina,2019-09-13,17.6,9.5,13.7,15.6,0.0
Colina,2019-09-14,12.4,5.4,8.4,11.1,0.0
Colina,2019-09-15,11.8,2.3,6.2,9.8,2.2
Colina,2019-09-16,12.2,2.6,7.0,9.7,2.6
Colina,2019-09-17,12.2,3.1,7.3,10.5,0.0
Colina,2019-09-18,13.7,3.5,8.0,11.9,0.0
Colina,2019-09-19,10.1,3.9,6.5,7.5,1.9
Colina,2019-09-20,13.8,3.7,8.3,10.3,0.1
Colina,2019-09-21,19.7,9.5,14.3,16.8,0.0
Colina,2019-09-22,20.6,9.6,15.2,18.9,0.0
Colina,2019-09-23,17.1,9.1,12.2,14.9,0.0
Colina,2019-09-24,19.7,10.4,14.1,18.5,0.0
Colina,2019-09-25,23.4,13.0,17.7,22.0,0.0
Colina,2019-09-26,22.5,10.0,16.0,22.8,0.0
Colina,2019-09-27,15.3,6.1,10.3,14.1,0.1
Colina,2019-09-28,21.3,10.1,14.7,19.6,0.0
Colina,2019-09-29,17.6,6.0,12.3,16.9,0.0
Colina,2019-09-30,11.5,2.7,6.1,7.1,8.8
Colina,2019-10-01,6.6,1.1,3.2,1.3,4.3
Colina,2019-10-02,10.2,-1.0,4.1,8.5,0.0
Colina,2019-10-03,11.6,1.2,5.2,9.4,0.2
Colina,2019-10-04,12.9,1.8,6.9,10.6,0.0
Colina,2019-10-05,15.5,6.5,10.0,13.6,0.0
Colina,2019-10-06,19.2,8.3,13.1,16.2,0.0
Colina,2019-10-07,20.3,11.1,15.0,18.1,0.0
Colina,2019-10-08,24.6,14.1,18.8,22.1,0.0
Colina,2019-10-09,24.7,17.6,19.9,21.6,0.0
Colina,2019-10-10,23.5,14.3,18.7,19.4,0.0
Colina,2019-10-11,19.9,11.9,15.9,16.4,0.0
Colina,2019-10-12,17.0,9.8,13.2,13.8,0.0
Colina,2019-10-13,20.8,12.4,16.1,17.4,0.0
Colina,2019-10-14,11.8,5.8,8.4,10.2,13.3
Colina,2019-10-15,17.1,4.8,10.8,16.6,0.1
Colina,2019-10-16,13.0,5.6,9.0,11.5,2.5
Colina,2019-10-17,13.7,4.4,8.6,12.8,0.7
Colina,2019-10-18,17.8,7.8,12.0,16.4,0.0
Colina,2019-10-19,13.9,5.1,10.3,12.5,0.0
Colina,2019-10-20,16.1,3.8,8.9,13.9,0.4
Colina,2019-10-21,20.5,7.5,13.9,18.0,0.0
Colina,2019-10-22,22.0,13.3,16.6,19.5,0.0
Colina,2019-10-23,21.0,12.1,15.4,19.3,0.0
Colina,2019-10-24,20.3,9.2,14.0,19.4,0.0
Colina,2019-10-25,23.3,12.2,16.6,20.9,0.0
Colina,2019-10-26,18.6,8.8,13.6,16.6,0.0
