name,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,precipitation_sum
Alhué,2015-01-01,31.0,14.7,23.1,32.1,0.0
Alhué,2015-01-02,32.6,18.6,25.4,34.2,0.0
Alhué,2015-01-03,33.7,18.9,25.9,35.8,0.0
Alhué,2015-01-04,34.3,19.6,26.2,37.6,0.0
Alhué,2015-01-05,31.1,18.5,24.4,33.7,0.0
Alhué,2015-01-06,33.4,17.4,24.5,36.0,0.0
Alhué,2015-01-07,29.7,16.9,23.4,32.0,0.1
Alhué,2015-01-08,32.9,17.6,25.6,35.5,0.0
Alhué,2015-01-09,36.0,20.3,27.9,38.2,0.0
Alhué,2015-01-10,34.0,19.3,26.5,37.2,0.0
Alhué,2015-01-11,35.5,20.9,27.7,37.6,0.0
Alhué,2015-01-12,32.9,19.8,25.9,35.2,0.0
Alhué,2015-01-13,33.0,19.0,25.6,35.0,0.0
Alhué,2015-01-14,33.6,19.8,26.1,35.9,0.0
Alhué,2015-01-15,31.6,18.9,24.8,35.1,0.0
Alhué,2015-01-16,32.9,18.5,25.3,36.5,0.0
Alhué,2015-01-17,31.0,19.2,24.7,34.4,0.0
Alhué,2015-01-18,29.6,18.2,23.5,33.4,0.0
Alhué,2015-01-19,29.6,16.7,22.9,33.4,0.0
Alhué,2015-01-20,29.2,17.0,22.2,33.3,0.0
Alhué,2015-01-21,29.5,17.1,22.4,32.7,0.0
Alhué,2015-01-22,31.7,16.9,24.1,35.3,0.0
Alhué,2015-01-23,33.0,19.6,25.7,35.2,0.0
Alhué,2015-01-24,33.1,19.5,25.9,35.7,0.0
Alhué,2015-01-25,31.8,20.1,25.3,35.0,0.0
Alhué,2015-01-26,33.5,19.0,25.8,37.0,0.0
Alhué,2015-01-27,33.1,20.3,26.3,36.1,0.0
Alhué,2015-01-28,32.7,19.1,25.6,34.8,0.0
Alhué,2015-01-29,32.6,18.7,25.1,35.2,0.0
Alhué,2015-01-30,32.4,17.4,24.4,35.2,0.0
Alhué,2015-01-31,33.8,18.2,25.7,36.5,0.0
Alhué,2015-02-01,33.0,19.2,26.0,35.6,0.0
Alhué,2015-02-02,33.5,20.6,26.6,35.9,0.0
Alhué,2015-02-03,33.4,18.3,25.5,35.8,0.0
Alhué,2015-02-04,34.5,19.8,26.4,36.5,0.0
Alhué,2015-02-05,32.1,19.1,25.4,34.6,0.0
Alhué,2015-02-06,33.2,19.6,26.2,34.9,0.0
Alhué,2015-02-07,30.9,19.5,24.8,33.8,0.0
Alhué,2015-02-08,31.2,17.0,23.9,32.6,0.0
Alhué,2015-02-09,28.5,18.5,23.1,27.0,0.0
Alhué,2015-02-10,33.2,18.0,25.4,33.8,0.0
Alhué,2015-02-11,34.6,20.9,27.5,36.1,0.0
Alhué,2015-02-12,36.2,22.1,29.0,37.0,0.0
Alhué,2015-02-13,36.4,21.2,28.5,37.7,0.0
Alhué,2015-02-14,32.7,20.9,25.9,35.2,0.0
Alhué,2015-02-15,33.1,19.4,25.3,35.5,0.0
Alhué,2015-02-16,32.9,18.3,25.1,35.6,0.0
Alhué,2015-02-17,33.3,19.5,25.5,34.7,0.0
Alhué,2015-02-18,30.2,17.2,23.3,30.5,0.0
Alhué,2015-02-19,29.7,16.6,22.1,30.0,0.0
Alhué,2015-02-20,23.7,17.0,20.1,24.7,9.3
Alhué,2015-02-21,28.9,16.6,21.8,30.9,0.9
Alhué,2015-02-22,30.7,17.3,23.3,33.6,0.0
Alhué,2015-02-23,31.1,18.0,23.4,34.6,0.0
Alhué,2015-02-24,25.3,16.4,20.5,26.2,0.0
Alhué,2015-02-25,29.3,15.8,21.7,32.8,0.0
Alhué,2015-02-26,27.9,15.9,21.2,30.7,0.0
Alhué,2015-02-27,29.6,16.0,21.9,31.7,0.0
Alhué,2015-02-28,27.6,16.8,20.7,29.0,4.9
Alhué,2015-03-01,29.6,16.2,22.2,31.8,0.1
Alhué,2015-03-02,28.0,16.5,21.6,30.7,0.1
Alhué,2015-03-03,29.8,16.3,22.4,31.9,0.0
Alhué,2015-03-04,30.9,17.3,23.2,33.2,0.0
Alhué,2015-03-05,32.2,16.8,23.7,33.7,0.0
Alhué,2015-03-06,30.2,18.5,23.6,32.3,0.0
Alhué,2015-03-07,30.7,15.8,22.8,32.7,0.0
Alhué,2015-03-08,32.4,17.3,24.5,33.6,0.0
Alhué,2015-03-09,33.2,19.7,26.0,35.5,0.0
Alhué,2015-03-10,35.9,19.7,27.2,37.9,0.0
Alhué,2015-03-11,34.4,21.1,27.1,36.9,0.0
Alhué,2015-03-12,33.7,20.6,26.5,33.8,0.0
Alhué,2015-03-13,31.4,19.0,24.5,30.6,0.0
Alhué,2015-03-14,31.8,17.1,23.9,31.1,0.0
Alhué,2015-03-15,34.0,17.6,25.6,33.9,0.0
Alhué,2015-03-16,32.1,18.1,24.8,33.0,0.0
Alhué,2015-03-17,32.9,18.0,25.2,34.1,0.0
Alhué,2015-03-18,33.5,18.6,25.2,34.7,0.0
Alhué,2015-03-19,33.9,18.0,25.2,34.5,0.0
Alhué,2015-03-20,38.2,19.4,28.6,37.4,0.0
Alhué,2015-03-21,33.4,19.4,25.2,33.8,0.0
Alhué,2015-03-22,28.7,17.7,22.6,30.9,0.0
Alhué,2015-03-23,27.3,16.9,21.5,29.1,0.0
Alhué,2015-03-24,24.3,17.9,20.6,25.7,9.6
Alhué,2015-03-25,28.3,17.3,21.7,30.2,0.0
Alhué,2015-03-26,27.2,18.6,21.9,27.2,7.4
Alhué,2015-03-27,29.4,17.2,23.3,30.3,0.0
Alhué,2015-03-28,29.9,18.1,23.8,30.8,0.0
Alhué,2015-03-29,28.9,16.7,22.4,30.3,0.0
Alhué,2015-03-30,26.4,15.9,20.7,26.7,0.0
Alhué,2015-03-31,30.2,15.4,22.8,29.7,0.0
Alhué,2015-04-01,30.9,15.1,22.9,31.1,0.0
Alhué,2015-04-02,29.5,16.8,22.6,29.9,0.0
Alhué,2015-04-03,27.9,15.8,21.1,29.3,0.0
Alhué,2015-04-04,28.3,15.3,21.2,29.8,0.0
Alhué,2015-04-05,30.8,15.9,22.8,31.9,0.0
Alhué,2015-04-06,28.1,16.1,20.3,29.2,0.0
Alhué,2015-04-07,27.0,16.0,20.3,27.4,0.0
Alhué,2015-04-08,28.2,15.8,21.2,28.2,0.0
Alhué,2015-04-09,30.3,16.1,22.5,30.0,0.0
Alhué,2015-04-10,32.7,15.6,23.5,31.0,0.0
Alhué,2015-04-11,30.3,15.3,22.7,30.9,0.0
Alhué,2015-04-12,29.9,13.3,21.5,31.5,0.0
Alhué,2015-04-13,28.8,15.1,21.6,29.7,0.0
Alhué,2015-04-14,27.1,15.8,21.0,28.0,0.0
Alhué,2015-04-15,23.4,14.2,18.0,22.8,0.0
Alhué,2015-04-16,21.3,12.1,16.6,18.8,0.0
Alhué,2015-04-17,27.9,11.4,19.4,26.3,0.0
Alhué,2015-04-18,27.3,13.1,19.1,26.2,0.0
Alhué,2015-04-19,21.3,13.2,16.8,19.6,0.0
Alhué,2015-04-20,24.2,14.7,18.6,23.5,0.0
Alhué,2015-04-21,26.8,13.1,19.8,26.8,0.0
Alhué,2015-04-22,29.2,11.5,20.5,28.0,0.0
Alhué,2015-04-23,30.5,12.7,21.4,29.6,0.0
Alhué,2015-04-24,31.0,12.5,21.6,29.8,0.0
Alhué,2015-04-25,25.5,10.5,18.3,26.0,0.0
Alhué,2015-04-26,26.3,12.0,18.6,25.7,0.0
Alhué,2015-04-27,27.5,12.1,19.4,28.9,0.0
Alhué,2015-04-28,28.7,12.3,20.5,28.4,0.0
Alhué,2015-04-29,28.1,15.1,20.9,28.2,0.0
Alhué,2015-04-30,27.9,12.5,20.1,27.6,0.0
Alhué,2015-05-01,22.6,14.9,18.0,21.4,0.3
Alhué,2015-05-02,20.4,12.4,15.7,18.8,6.2
Alhué,2015-05-03,22.2,9.4,15.1,21.0,0.0
Alhué,2015-05-04,24.2,6.9,15.9,22.3,0.0
Alhué,2015-05-05,24.8,9.9,17.0,23.3,0.0
Alhué,2015-05-06,27.1,7.9,17.7,25.5,0.0
Alhué,2015-05-07,22.5,13.4,17.0,21.7,0.0
Alhué,2015-05-08,18.6,11.7,15.4,18.7,0.0
Alhué,2015-05-09,22.7,10.2,15.6,21.9,0.0
Alhué,2015-05-10,25.6,9.2,17.0,23.3,0.0
Alhué,2015-05-11,27.5,10.5,18.0,25.7,0.0
Alhué,2015-05-12,22.2,9.1,16.0,22.1,0.0
Alhué,2015-05-13,24.2,10.7,16.8,23.6,0.0
Alhué,2015-05-14,24.0,9.9,16.3,23.2,0.0
Alhué,2015-05-15,24.1,12.4,17.7,23.5,0.0
Alhué,2015-05-16,25.4,9.6,16.9,25.0,0.0
Alhué,2015-05-17,25.1,8.4,16.2,24.6,0.0
Alhué,2015-05-18,25.4,8.1,16.6,24.8,0.0
Alhué,2015-05-19,27.1,11.6,18.0,26.5,0.0
Alhué,2015-05-20,21.1,11.7,15.7,20.7,0.0
Alhué,2015-05-21,20.5,8.6,15.1,19.8,0.0
Alhué,2015-05-22,18.9,11.6,14.3,17.8,0.0
Alhué,2015-05-23,18.2,10.0,13.3,16.3,0.0
Alhué,2015-05-24,19.0,7.7,12.9,17.5,0.0
Alhué,2015-05-25,20.3,4.0,12.6,18.6,0.0
Alhué,2015-05-26,20.8,9.6,14.4,19.3,0.0
Alhué,2015-05-27,24.3,5.4,14.9,23.5,0.0
Alhué,2015-05-28,19.8,10.4,14.2,18.4,0.0
Alhué,2015-05-29,20.9,7.0,14.8,19.7,0.8
Alhué,2015-05-30,17.4,9.1,12.9,16.6,0.1
Alhué,2015-05-31,20.2,7.8,13.1,18.6,0.0
Alhué,2015-06-01,21.1,9.9,14.8,19.5,0.0
Alhué,2015-06-02,21.8,12.2,16.0,20.0,0.0
Alhué,2015-06-03,22.3,12.3,16.5,21.9,0.0
Alhué,2015-06-04,20.2,11.2,15.8,20.0,0.0
Alhué,2015-06-05,20.6,10.9,15.7,20.0,0.0
Alhué,2015-06-06,18.1,12.4,14.8,18.5,7.4
Alhué,2015-06-07,20.7,10.0,14.2,20.3,0.0
Alhué,2015-06-08,19.6,6.4,12.5,18.3,0.0
Alhué,2015-06-09,15.4,10.4,12.5,14.8,6.6
Alhué,2015-06-10,15.0,7.1,10.6,13.1,0.0
Alhué,2015-06-11,17.8,4.4,11.0,15.5,0.0
Alhué,2015-06-12,15.4,2.6,9.0,13.5,0.0
Alhué,2015-06-13,13.0,1.8,8.5,11.2,0.7
Alhué,2015-06-14,16.1,1.8,8.6,13.4,0.0
Alhué,2015-06-15,18.5,0.6,9.4,15.2,0.0
Alhué,2015-06-16,16.6,2.6,9.4,15.1,0.0
Alhué,2015-06-17,16.9,4.5,10.0,15.1,0.0
Alhué,2015-06-18,23.4,1.4,12.0,20.8,0.0
Alhué,2015-06-19,23.0,7.9,14.4,21.0,0.0
Alhué,2015-06-20,22.3,6.5,14.0,20.8,0.0
Alhué,2015-06-21,20.7,6.2,13.0,19.1,0.0
Alhué,2015-06-22,23.3,7.3,14.2,21.8,0.0
Alhué,2015-06-23,20.1,8.8,13.6,18.8,0.0
Alhué,2015-06-24,18.9,8.8,12.9,18.4,0.0
Alhué,2015-06-25,19.6,5.7,12.4,18.8,0.0
Alhué,2015-06-26,22.5,4.7,13.3,20.9,0.0
Alhué,2015-06-27,22.5,3.9,12.8,20.6,0.0
Alhué,2015-06-28,20.3,5.3,12.7,18.6,0.0
Alhué,2015-06-29,19.0,2.3,11.4,17.5,0.0
Alhué,2015-06-30,21.1,6.6,13.2,19.5,0.2
Alhué,2015-07-01,19.3,9.0,13.6,18.4,0.1
Alhué,2015-07-02,19.4,9.9,13.7,18.1,0.0
Alhué,2015-07-03,20.6,3.0,11.5,17.8,0.0
Alhué,2015-07-04,19.5,5.6,11.7,17.2,0.0
Alhué,2015-07-05,12.1,9.1,10.6,11.9,8.6
Alhué,2015-07-06,15.0,6.8,10.6,14.1,0.0
Alhué,2015-07-07,20.8,4.5,11.9,19.9,0.0
Alhué,2015-07-08,15.3,6.4,11.0,14.2,5.7
Alhué,2015-07-09,15.4,12.0,13.5,16.1,11.9
Alhué,2015-07-10,16.3,11.4,13.3,16.6,9.4
Alhué,2015-07-11,14.6,11.6,12.7,14.8,25.1
Alhué,2015-07-12,13.8,9.9,11.7,12.9,53.2
Alhué,2015-07-13,11.5,7.3,9.4,9.5,2.1
Alhué,2015-07-14,14.7,5.3,9.9,13.1,1.1
Alhué,2015-07-15,13.6,5.1,9.2,11.9,0.0
Alhué,2015-07-16,16.7,6.6,11.5,15.3,0.0
Alhué,2015-07-17,17.6,6.7,12.0,16.2,0.0
Alhué,2015-07-18,15.9,7.0,11.5,15.4,0.0
Alhué,2015-07-19,13.0,7.6,9.7,10.3,0.1
Alhué,2015-07-20,15.7,2.9,9.1,13.8,0.0
Alhué,2015-07-21,17.0,2.1,9.4,15.2,0.0
Alhué,2015-07-22,18.2,3.1,10.8,17.7,0.0
Alhué,2015-07-23,20.9,2.5,12.0,19.7,0.0
Alhué,2015-07-24,22.2,7.4,13.5,22.0,0.0
Alhué,2015-07-25,22.1,8.1,14.0,22.4,0.0
Alhué,2015-07-26,17.3,7.6,11.9,17.0,0.0
Alhué,2015-07-27,16.2,9.1,12.5,15.9,3.5
Alhué,2015-07-28,14.4,11.0,12.6,14.4,0.2
Alhué,2015-07-29,21.9,8.1,14.1,22.1,0.0
Alhué,2015-07-30,16.1,7.8,11.6,14.8,11.9
Alhué,2015-07-31,17.3,8.6,12.8,16.6,1.5
Alhué,2015-08-01,15.0,8.7,12.2,13.0,4.3
Alhué,2015-08-02,14.3,11.2,12.3,14.0,14.5
Alhué,2015-08-03,18.5,8.0,13.1,18.6,0.0
Alhué,2015-08-04,23.6,10.1,16.6,23.8,0.0
Alhué,2015-08-05,16.6,12.6,14.2,17.4,19.8
Alhué,2015-08-06,13.4,11.1,12.3,13.2,59.8
Alhué,2015-08-07,16.1,10.2,13.1,15.8,23.5
Alhué,2015-08-08,16.8,11.1,13.3,14.2,38.8
Alhué,2015-08-09,13.9,10.3,11.4,12.9,17.9
Alhué,2015-08-10,14.0,9.1,10.8,12.9,5.7
Alhué,2015-08-11,16.2,6.1,10.9,15.3,0.0
Alhué,2015-08-12,15.0,4.9,9.9,14.2,9.4
Alhué,2015-08-13,15.3,5.6,10.5,14.5,3.3
Alhué,2015-08-14,13.4,6.5,10.1,12.5,3.6
Alhué,2015-08-15,12.9,7.8,10.0,11.2,0.2
Alhué,2015-08-16,18.5,6.1,11.7,18.0,0.0
Alhué,2015-08-17,16.4,6.2,11.5,16.4,0.0
Alhué,2015-08-18,20.1,7.9,13.3,19.6,0.0
Alhué,2015-08-19,23.1,6.7,14.6,24.3,0.0
Alhué,2015-08-20,21.2,9.9,15.2,22.6,0.6
Alhué,2015-08-21,15.3,11.0,12.8,13.9,8.1
Alhué,2015-08-22,16.9,9.4,12.7,16.0,0.3
Alhué,2015-08-23,19.6,10.6,14.4,19.4,0.0
Alhué,2015-08-24,22.1,9.5,15.3,22.4,0.0
Alhué,2015-08-25,16.0,10.3,12.5,14.6,13.5
Alhué,2015-08-26,19.2,10.2,14.3,19.0,5.0
Alhué,2015-08-27,20.6,9.1,15.3,20.5,0.0
Alhué,2015-08-28,22.2,12.9,16.5,20.4,0.0
Alhué,2015-08-29,23.0,10.8,16.5,24.2,0.0
Alhué,2015-08-30,24.4,11.5,17.6,26.1,0.0
Alhué,2015-08-31,24.4,10.4,17.5,25.5,0.0
Alhué,2015-09-01,25.6,11.0,18.0,27.2,0.0
Alhué,2015-09-02,25.7,11.0,18.4,27.3,0.0
Alhué,2015-09-03,24.8,8.1,17.4,26.1,0.0
Alhué,2015-09-04,25.9,7.5,17.5,28.2,0.0
Alhué,2015-09-05,22.9,11.9,16.0,26.0,0.0
Alhué,2015-09-06,18.3,11.6,14.6,17.7,5.8
Alhué,2015-09-07,14.5,12.6,13.4,14.2,27.9
Alhué,2015-09-08,14.5,9.3,12.0,14.1,0.2
Alhué,2015-09-09,13.4,9.7,11.4,13.2,7.8
Alhué,2015-09-10,16.5,8.0,11.6,15.8,0.7
Alhué,2015-09-11,19.6,4.5,12.1,18.9,0.0
Alhué,2015-09-12,22.4,4.5,14.0,22.9,0.0
Alhué,2015-09-13,23.9,4.7,15.9,25.7,0.0
Alhué,2015-09-14,19.4,12.3,15.5,19.2,0.0
Alhué,2015-09-15,15.7,9.4,12.2,14.7,1.9
Alhué,2015-09-16,15.5,10.6,13.0,15.2,6.7
Alhué,2015-09-17,17.5,9.1,12.5,18.5,7.7
Alhué,2015-09-18,18.5,7.5,13.0,19.3,2.3
Alhué,2015-09-19,21.2,7.3,14.9,21.9,0.0
Alhué,2015-09-20,20.9,12.3,16.1,21.1,0.1
Alhué,2015-09-21,17.4,11.2,14.0,16.9,2.8
Alhué,2015-09-22,17.6,7.8,13.0,17.5,8.1
Alhué,2015-09-23,18.9,8.6,13.6,19.9,14.4
Alhué,2015-09-24,12.7,9.5,11.1,12.2,23.3
Alhué,2015-09-25,17.3,3.9,11.4,16.0,0.0
Alhué,2015-09-26,18.0,9.9,13.7,17.8,0.8
Alhué,2015-09-27,18.6,10.6,14.5,17.9,3.1
Alhué,2015-09-28,22.2,12.3,16.7,23.7,0.0
Alhué,2015-09-29,24.0,10.7,17.8,25.6,0.0
Alhué,2015-09-30,22.5,13.5,17.4,25.6,1.0
Alhué,2015-10-01,15.8,12.0,13.7,15.6,49.9
Alhué,2015-10-02,23.4,9.1,16.1,25.0,0.9
Alhué,2015-10-03,21.7,12.4,16.2,24.0,0.0
Alhué,2015-10-04,17.6,11.7,14.0,16.9,6.9
Alhué,2015-10-05,15.2,11.4,13.1,14.5,8.1
Alhué,2015-10-06,16.5,9.0,12.2,14.6,0.0
Alhué,2015-10-07,15.8,7.2,11.5,15.6,1.9
Alhué,2015-10-08,16.7,8.1,11.9,16.6,0.2
Alhué,2015-10-09,19.2,7.7,13.7,19.6,0.0
Alhué,2015-10-10,21.5,8.2,15.7,22.6,0.1
Alhué,2015-10-11,23.0,9.3,16.8,24.6,0.0
Alhué,2015-10-12,19.7,12.2,15.5,19.2,0.9
Alhué,2015-10-13,19.6,11.5,14.9,19.7,2.0
Alhué,2015-10-14,13.7,7.8,10.4,11.8,35.6
Alhué,2015-10-15,17.0,7.3,12.4,17.3,2.0
Alhué,2015-10-16,18.2,9.3,13.6,18.2,0.0
Alhué,2015-10-17,23.4,6.0,16.5,25.6,0.0
Alhué,2015-10-18,24.9,12.9,18.9,28.3,0.2
Alhué,2015-10-19,16.1,12.3,14.5,17.3,31.7
Alhué,2015-10-20,19.2,7.4,13.3,19.4,1.1
Alhué,2015-10-21,19.3,8.2,14.4,20.5,0.5
Alhué,2015-10-22,24.0,9.7,17.1,26.6,0.0
Alhué,2015-10-23,22.8,11.0,16.7,25.8,0.0
Alhué,2015-10-24,21.3,11.9,16.1,22.1,0.0
Alhué,2015-10-25,21.8,12.2,16.9,23.2,0.0
Alhué,2015-10-26,24.1,11.3,17.8,26.5,0.0
Alhué,2015-10-27,24.0,14.4,18.5,27.7,0.0
Alhué,2015-10-28,22.2,13.0,17.3,24.5,0.2
Alhué,2015-10-29,22.6,14.0,17.8,24.5,1.9
Alhué,2015-10-30,22.6,12.7,17.4,24.7,0.3
Alhué,2015-10-31,24.2,11.6,17.4,27.6,0.2
Alhué,2015-11-01,23.6,13.7,18.1,27.1,0.8
Alhué,2015-11-02,22.3,12.8,17.2,24.5,5.5
Alhué,2015-11-03,23.4,14.1,18.3,26.3,0.0
Alhué,2015-11-04,23.4,13.9,17.4,23.4,2.5
Alhué,2015-11-05,26.6,12.2,19.7,29.6,0.0
Alhué,2015-11-06,25.9,15.2,19.7,29.7,0.3
Alhué,2015-11-07,23.9,14.6,18.3,26.7,1.1
Alhué,2015-11-08,22.5,12.6,16.6,23.9,0.0
Alhué,2015-11-09,21.3,11.4,15.8,20.9,0.0
Alhué,2015-11-10,24.3,12.1,17.7,26.0,0.0
Alhué,2015-11-11,22.9,13.3,16.8,24.8,14.6
Alhué,2015-11-12,23.5,13.2,18.3,25.1,9.3
Alhué,2015-11-13,28.1,13.4,21.3,30.6,0.0
Alhué,2015-11-14,27.9,15.2,21.7,31.7,0.0
Alhué,2015-11-15,26.8,14.8,20.5,30.5,0.4
Alhué,2015-11-16,22.9,13.9,18.1,23.9,1.3
Alhué,2015-11-17,23.4,12.1,17.4,25.4,1.9
Alhué,2015-11-18,20.8,10.8,15.3,20.6,0.2
Alhué,2015-11-19,20.9,9.7,15.0,21.6,0.2
Alhué,2015-11-20,26.3,10.7,18.5,27.5,0.0
Alhué,2015-11-21,24.6,12.8,18.4,26.3,1.7
Alhué,2015-11-22,24.9,13.7,19.2,28.1,0.6
Alhué,2015-11-23,24.5,13.8,18.9,27.8,0.1
Alhué,2015-11-24,22.4,12.1,17.3,22.2,0.5
Alhué,2015-11-25,24.4,13.2,18.6,25.6,0.0
Alhué,2015-11-26,24.2,13.6,18.5,24.3,0.4
Alhué,2015-11-27,25.9,13.3,19.5,27.0,0.0
Alhué,2015-11-28,28.4,13.5,21.1,29.7,0.0
Alhué,2015-11-29,32.1,15.4,24.4,33.8,0.0
Alhué,2015-11-30,29.5,16.2,22.8,32.9,0.0
Alhué,2015-12-01,28.5,15.4,21.9,31.5,0.0
Alhué,2015-12-02,25.0,14.1,18.9,27.3,0.1
Alhué,2015-12-03,27.9,13.6,20.3,29.4,0.0
Alhué,2015-12-04,29.7,17.4,23.5,31.8,0.0
Alhué,2015-12-05,31.5,17.6,24.0,35.1,0.1
Alhué,2015-12-06,30.3,16.6,23.5,33.1,0.0
Alhué,2015-12-07,30.5,19.7,24.4,33.0,0.1
Alhué,2015-12-08,29.5,15.4,22.4,32.6,0.4
Alhué,2015-12-09,31.3,17.4,24.3,33.4,0.2
Alhué,2015-12-10,32.7,17.6,25.4,35.1,0.0
Alhué,2015-12-11,31.4,17.9,24.3,34.3,0.0
Alhué,2015-12-12,27.6,17.1,21.6,29.1,0.3
Alhué,2015-12-13,26.5,13.2,19.4,28.1,0.0
Alhué,2015-12-14,28.2,13.3,21.1,29.7,0.0
Alhué,2015-12-15,32.6,16.5,24.5,34.7,0.0
Alhué,2015-12-16,27.2,15.4,21.3,27.7,0.0
Alhué,2015-12-17,27.3,15.6,21.4,29.3,0.5
Alhué,2015-12-18,30.4,15.6,23.3,31.2,0.0
Alhué,2015-12-19,30.8,17.3,24.0,32.5,0.0
Alhué,2015-12-20,28.1,15.2,21.0,29.4,0.0
Alhué,2015-12-21,27.2,12.7,19.8,27.2,0.0
Alhué,2015-12-22,29.1,14.0,20.7,30.2,0.0
Alhué,2015-12-23,29.7,14.5,22.1,30.9,0.0
Alhué,2015-12-24,34.1,16.9,25.9,36.0,0.0
Alhué,2015-12-25,33.4,18.1,25.8,36.4,0.0
Alhué,2015-12-26,34.2,17.6,25.7,37.0,0.0
Alhué,2015-12-27,34.5,19.4,26.4,37.1,0.0
Alhué,2015-12-28,33.6,19.3,25.8,36.2,0.0
Alhué,2015-12-29,31.1,18.1,23.8,34.8,0.0
Alhué,2015-12-30,31.8,17.3,23.8,34.3,0.0
Alhué,2015-12-31,31.8,19.0,24.6,35.2,0.0
Alhué,2016-01-01,31.6,18.1,24.3,33.9,0.0
Alhué,2016-01-02,31.1,17.2,23.6,33.4,0.0
Alhué,2016-01-03,27.6,17.5,22.6,27.7,0.0
Alhué,2016-01-04,30.6,18.8,24.3,32.3,0.0
Alhué,2016-01-05,31.0,19.9,25.1,31.3,0.7
Alhué,2016-01-06,32.9,21.0,26.0,35.2,0.3
Alhué,2016-01-07,28.5,18.5,22.5,31.5,2.1
Alhué,2016-01-08,28.1,17.1,21.9,30.4,4.3
Alhué,2016-01-09,30.7,17.5,23.5,33.7,0.0
Alhué,2016-01-10,31.6,17.2,24.0,34.6,0.0
Alhué,2016-01-11,29.1,16.3,21.9,32.2,0.0
Alhué,2016-01-12,28.6,14.7,21.5,30.7,0.0
Alhué,2016-01-13,32.0,17.4,24.1,34.3,0.0
Alhué,2016-01-14,30.1,17.0,23.1,32.2,0.0
Alhué,2016-01-15,33.1,16.9,24.7,34.4,0.0
Alhué,2016-01-16,33.8,18.9,26.1,35.3,0.0
Alhué,2016-01-17,36.1,20.7,28.2,37.5,0.0
Alhué,2016-01-18,34.7,21.9,27.5,36.8,0.0
Alhué,2016-01-19,32.6,18.9,25.5,35.9,0.0
Alhué,2016-01-20,33.7,20.9,26.6,37.6,0.0
Alhué,2016-01-21,31.2,20.1,25.0,35.3,0.0
Alhué,2016-01-22,32.1,18.2,24.6,36.6,0.0
Alhué,2016-01-23,28.9,18.0,22.7,32.3,3.5
Alhué,2016-01-24,25.1,17.2,20.5,25.5,15.9
Alhué,2016-01-25,24.9,17.4,20.9,25.5,0.2
Alhué,2016-01-26,28.8,16.5,22.0,31.8,0.0
Alhué,2016-01-27,28.7,17.5,22.4,29.9,0.0
Alhué,2016-01-28,31.3,18.8,24.2,34.0,1.4
Alhué,2016-01-29,30.0,18.3,23.7,32.3,0.0
Alhué,2016-01-30,35.2,19.5,26.9,37.4,0.0
Alhué,2016-01-31,32.3,20.2,26.0,35.9,0.0
Alhué,2016-02-01,32.7,19.5,25.6,37.3,0.0
Alhué,2016-02-02,31.9,19.6,24.9,36.5,0.0
Alhué,2016-02-03,32.1,18.9,24.9,35.9,0.1
Alhué,2016-02-04,30.4,18.5,24.0,33.7,0.0
Alhué,2016-02-05,32.1,18.1,24.5,35.4,0.0
Alhué,2016-02-06,31.6,18.5,24.4,34.8,0.0
Alhué,2016-02-07,30.3,18.0,23.4,33.4,0.0
Alhué,2016-02-08,31.2,17.1,24.1,33.9,0.0
Alhué,2016-02-09,33.3,20.2,26.2,36.3,0.0
Alhué,2016-02-10,31.2,18.7,24.1,33.7,0.0
Alhué,2016-02-11,31.5,16.9,23.6,34.2,0.0
Alhué,2016-02-12,29.9,16.3,22.8,32.3,0.0
Alhué,2016-02-13,32.2,17.3,24.3,34.1,0.0
Alhué,2016-02-14,33.3,18.9,25.9,34.7,0.0
Alhué,2016-02-15,34.3,19.4,26.2,36.5,0.0
Alhué,2016-02-16,28.0,16.8,22.4,30.1,0.0
Alhué,2016-02-17,31.1,15.8,22.9,33.5,0.0
Alhué,2016-02-18,30.8,16.8,23.7,32.5,0.0
Alhué,2016-02-19,32.5,18.5,25.4,34.1,0.0
Alhué,2016-02-20,35.2,19.8,26.9,36.0,0.0
Alhué,2016-02-21,33.4,19.5,25.7,36.1,0.0
Alhué,2016-02-22,34.1,19.0,26.2,36.5,0.0
Alhué,2016-02-23,34.4,21.3,27.1,36.4,0.0
Alhué,2016-02-24,35.6,21.3,27.9,37.0,0.0
Alhué,2016-02-25,32.4,20.1,25.5,32.7,0.0
Alhué,2016-02-26,30.5,15.8,23.1,30.9,0.0
Alhué,2016-02-27,32.6,17.9,25.5,33.0,0.0
Alhué,2016-02-28,34.1,18.5,26.1,34.9,0.0
Alhué,2016-02-29,33.1,18.6,25.5,34.9,0.0
Alhué,2016-03-01,35.3,18.7,26.1,37.1,0.0
Alhué,2016-03-02,34.1,18.9,26.0,35.8,0.0
Alhué,2016-03-03,32.1,18.8,24.8,34.3,0.0
Alhué,2016-03-04,33.8,19.4,25.8,36.0,0.0
Alhué,2016-03-05,31.9,18.6,24.5,34.0,0.0
Alhué,2016-03-06,26.6,17.3,21.7,26.1,0.0
Alhué,2016-03-07,27.4,15.5,20.8,29.4,0.0
Alhué,2016-03-08,30.5,16.5,23.4,32.8,0.0
Alhué,2016-03-09,32.9,18.1,25.4,34.3,0.0
Alhué,2016-03-10,31.8,18.1,24.4,34.3,0.0
