source,matched_in,name,official_type,commune,lon,lat
osm,deis,,,San Miguel,-70.6543481,-33.50252270000001
osm,deis,Farmacias del Dr. Simi,,San Miguel,-70.656043,-33.5079374
osm,deis,Farmàcia,,Cerro Navia,-70.7205404,-33.4303895
osm,deis,,,La Reina,-70.5593905,-33.4520305
osm,deis,Farmacias La Reina,,La Reina,-70.5556718,-33.4519346
osm,deis,Cruz Verde,,La Granja,-70.6181331,-33.550680400000005
osm,deis,Farmacias Farmasur,,La Florida,-70.6106739,-33.5608956
osm,deis,Cruz Verde,,La Reina,-70.5548215,-33.4520065
osm,deis,Centro Medico Dental,,Puente Alto,-70.5657947,-33.5500641
osm,deis,SalcoBrand,,Ñuñoa,-70.5765998,-33.448340099999996
osm,deis,Valedent,,La Florida,-70.5717131,-33.538766200000005
osm,deis,Polisalud,,La Florida,-70.5719485,-33.5383633
osm,deis,Cruz Verde,,La Florida,-70.597342,-33.521882000000005
osm,deis,La Roca,,La Florida,-70.59713,-33.522298000000006
osm,deis,Farmacia Hygea,,Quinta Normal,-70.6932136,-33.431405999999996
osm,deis,Centro Medico y Dental,,La Granja,-70.6242606,-33.55619610000001
osm,deis,Universal,,Peñalolén,-70.5639535,-33.4713835
osm,deis,Consulta Dental,,Peñalolén,-70.5643132,-33.4712999
osm,deis,Farmacia Familia,,La Granja,-70.6238308,-33.55604819999999
osm,deis,Farmacia Comunal,,San Miguel,-70.6429375,-33.5159401
osm,deis,La Rebaja,,Las Condes,-70.5642529,-33.4076884
osm,deis,Farmacia M & L,,La Florida,-70.5807843,-33.522764900000006
osm,deis,Farmacia Centro,,San Ramón,-70.6349554,-33.5334328
osm,deis,,,San Ramón,-70.6347869,-33.5350624
osm,deis,Cruz Verde,,San Ramón,-70.6343064,-33.54538949999999
osm,deis,Farmacia Farmavital,,San Ramón,-70.6473,-33.5322797
osm,deis,Farmacia Lorena,,Las Condes,-70.5634164,-33.42531539999999
osm,deis,Laboratorio metropolitana,,Santiago,-70.650058,-33.45335719999999
osm,deis,Cruz Verde,,Las Condes,-70.5521155,-33.42547040000001
osm,deis,Farmacia Ebenezer,,La Florida,-70.606452,-33.54695869999999
osm,deis,Farmacias La Botika,,Peñalolén,-70.5685552,-33.5074653
osm,deis,Farmacia San Luis de Macul,,Peñalolén,-70.5784444,-33.506060700000006
osm,deis,Consulta Dental,,La Cisterna,-70.6543349,-33.5354997
osm,deis,,,Las Condes,-70.5699655,-33.4108234
osm,deis,Consulta Médica,,La Cisterna,-70.6633341,-33.5343771
osm,deis,,,El Bosque,-70.6590653,-33.562202
osm,deis,Lejadesh,,El Bosque,-70.66027400000002,-33.5620509
osm,deis,Farmacias Farmatodo,,La Cisterna,-70.6548265,-33.5446043
osm,deis,,,El Bosque,-70.6699863,-33.5577515
osm,deis,,,Estación Central,-70.7307857,-33.4671613
osm,deis,Clinica Dental,,Peñalolén,-70.5772904,-33.50654289999999
osm,deis,Spa Dental,,Las Condes,-70.5398081,-33.4056774
osm,deis,Farmacias Gennetika,,Peñalolén,-70.5389215,-33.472356
osm,deis,Farmacias Vita,,Lo Barnechea,-70.5065564,-33.35763149999999
osm,deis,Clínica Peñalolén,,Peñalolén,-70.5416307,-33.47115190000001
osm,deis,Clínica del Colon Columbia Vertebral,,Las Condes,-70.550756,-33.39675040000001
osm,deis,Farmacias La Botika,,Lo Barnechea,-70.5057691,-33.3604932
osm,deis,Ortodonicia,,Las Condes,-70.5359605,-33.390075599999996
osm,deis,Farmacias Ahumada,,La Florida,-70.5554715,-33.53534210000001
osm,deis,SalcoBrand,,Peñalolén,-70.5590236,-33.487328500000004
osm,deis,Norden Clinicas Odontológicas,,Peñalolén,-70.5593334,-33.48701129999999
osm,deis,Ortopedia Suiza,,Peñalolén,-70.5592613,-33.4870664
osm,deis,Farmacia Asyty,,Peñalolén,-70.5724993,-33.4625713
osm,deis,,,Las Condes,-70.5548053,-33.407877899999995
osm,deis,Ahorro Farma,,El Bosque,-70.6743463,-33.5529238
osm,deis,Clínica Dental El Bosque,,El Bosque,-70.6734107,-33.5515832
osm,deis,Cruz Verde,,Vitacura,-70.5711756,-33.37684879999999
osm,deis,Dental Olid,,La Cisterna,-70.6643791,-33.53407159999999
osm,deis,,,Macul,-70.600361,-33.50215399999999
osm,deis,,,Puente Alto,-70.5667918,-33.591159800000014
osm,deis,Clínica Dental Trinidad,,La Florida,-70.5882606,-33.547227799999995
osm,deis,Kinefagleon,,La Granja,-70.6231223,-33.556571
osm,deis,SalcoBrand,,Colina,-70.6461504,-33.32188570000001
osm,deis,Farmacia La Botica Italia,,Providencia,-70.6272659,-33.4468184
osm,deis,Farmacia Doctor Simi,,Peñalolén,-70.5416719,-33.471558300000005
osm,deis,Inside Tattoo,,Providencia,-70.6162721,-33.4316533
osm,deis,Farmacias del Dr. Ahorro,,Santiago,-70.6527337,-33.43622189999999
osm,deis,Farmacia Latorre,,Calera de Tango,-70.7643039,-33.62953209999999
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.66840230000001,-33.4390493
osm,deis,Cruz Verde,,La Cisterna,-70.6650411,-33.53915139999999
osm,deis,,,Puente Alto,-70.6088534,-33.57641859999999
osm,deis,Hergofar,,Las Condes,-70.5868196,-33.416141700000004
osm,deis,Farmacia Dr. Simi,,Colina,-70.6752522,-33.2049009
osm,deis,San Martín Salud,,Huechuraba,-70.6903256,-33.359731499999995
osm,deis,Cruz Verde,,Las Condes,-70.5738113,-33.40505790000001
osm,deis,SalcoBrand,,Las Condes,-70.498335,-33.39014240000001
osm,deis,SalcoBrand,,Las Condes,-70.5062549,-33.39561110000001
osm,deis,Espacio Salcobrand,,Las Condes,-70.5939473,-33.415986600000004
osm,deis,Centro Oftalmológico Municipal,,La Cisterna,-70.6672467,-33.533961000000005
osm,deis,Bioequilibrio,,Santiago,-70.66313200000002,-33.453834199999996
osm,deis,Valle de vida,,Santiago,-70.6455544,-33.4585165
osm,deis,Alquimia,,Santiago,-70.6490454,-33.4460499
osm,deis,,,Santiago,-70.6573232,-33.454395
osm,deis,Farmacia Ochoa,,Santiago,-70.667199,-33.447340999999994
osm,deis,Cruz Verde,,Providencia,-70.6158847,-33.43910079999999
osm,deis,Instituto Nacional de Acupuntura y medicina china,,Santiago,-70.63501340000002,-33.44882439999999
osm,deis,ACHS Melipilla,,Melipilla,-71.2168508,-33.684683800000016
osm,deis,Farmacia Galenica,,Vitacura,-70.5647747,-33.3879918
osm,deis,CECOSF La Islita,,Isla de Maipo,-70.8659114,-33.746948499999995
osm,deis,Clínica CELA Las Condes,,Las Condes,-70.5319353,-33.3828786
osm,deis,Cruz Verde,,Maipú,-70.7842463,-33.5594569
osm,deis,Clínica Carmona,,Providencia,-70.6033784,-33.4268963
osm,deis,Paris,,Santiago,-70.64697540000002,-33.4456116
osm,deis,Everest,,Las Condes,-70.5704336,-33.4073041
osm,deis,Farmacia El Principal,,Pirque,-70.5642558,-33.7030357
osm,deis,Cruz Verde,,Calera de Tango,-70.7569948,-33.63160179999999
osm,deis,Clínica Calera de Tango,,Calera de Tango,-70.7568231,-33.631614199999994
osm,deis,Flodial,,La Florida,-70.6048682,-33.5151545
osm,deis,Mutual de Seguridad,,La Florida,-70.6055732,-33.51404939999998
osm,deis,Farmacias SalcoBrand,,Maipú,-70.771238,-33.54155730000001
osm,deis,,,Maipú,-70.7690826,-33.54496429999999
osm,deis,Cruz Verde,,El Bosque,-70.6754374,-33.55387840000001
osm,deis,Clínica del Sol,,Padre Hurtado,-70.8278654,-33.5612508
osm,deis,Clínica CELA Manquehue,,Las Condes,-70.5664566,-33.412216599999994
osm,deis,Clínica CELA Mall Plaza Tobalaba,,Puente Alto,-70.5567287,-33.570101900000004
osm,deis,Clínica CELA,,La Florida,-70.5993874,-33.5162394
osm,deis,Farmacia Belén,,Quilicura,-70.7164338,-33.36755480000001
osm,deis,MEDS Piedra Roja,,Colina,-70.62834860000001,-33.27916390000001
osm,deis,Cruz Verde,,Las Condes,-70.5775639,-33.425816
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6499792,-33.44527449999999
osm,deis,Santa Gemita,,Ñuñoa,-70.5997178,-33.4545193
osm,deis,,,Ñuñoa,-70.5999339,-33.4548546
osm,deis,Belén,,Quilicura,-70.7392065,-33.3509691
osm,deis,Farmacias del Dr. Simi,,San Joaquín,-70.6256012,-33.48608009999999
osm,deis,FarmaTout,,Quilicura,-70.7295303,-33.3593616
osm,deis,Farmacias Ahumada,,Buin,-70.73297960000001,-33.7329954
osm,deis,Farmacia Espoz,,Quinta Normal,-70.6915712,-33.4382158
osm,deis,Convatec Medical Care,,Providencia,-70.6091191,-33.419184900000005
osm,deis,Clínica Somno,,Providencia,-70.6090589,-33.4187713
osm,deis,Alpes Dental,,Quilicura,-70.728721,-33.3573763
osm,deis,Cruz Verde,,Providencia,-70.5987973,-33.4289274
osm,deis,,,María Pinto,-71.1083344,-33.470918600000005
osm,deis,Cruz Verde,,San Bernardo,-70.7087514,-33.6342233
osm,deis,Farmaceus,,Maipú,-70.7541874,-33.49010549999999
osm,deis,Farmacias Ahumada,,El Bosque,-70.6676658,-33.54608220000001
osm,deis,Farmacia Mazel Tov,,El Bosque,-70.6751643,-33.578251699999996
osm,deis,Cruz Verde,,Pedro Aguirre Cerda,-70.6679288,-33.5013638
osm,deis,Dental One,,Santiago,-70.6473025,-33.45152359999999
osm,deis,Clinica ISBO,,Santiago,-70.6671222,-33.4482603
osm,deis,Su Salud,,Santiago,-70.6631714,-33.452592299999985
osm,deis,Primeros Auxilios,,Providencia,-70.633549,-33.4303832
osm,deis,Apsa Salud,,Quilicura,-70.74703130000002,-33.35883199999999
osm,deis,Doctora Teresa Chomali,,Vitacura,-70.5635889,-33.39470940000001
osm,deis,Farmacias del Dr. Simi,,Quilicura,-70.7286429,-33.3574088
osm,deis,Farmacias Ahumada,,Quilicura,-70.7467553,-33.35928979999999
osm,deis,Cruz Verde,,Quilicura,-70.7129469,-33.3344333
osm,deis,Farmaxal,,Quilicura,-70.7329172,-33.3580489
osm,deis,Farmacias Ahumada,,El Bosque,-70.6768378,-33.55345200000001
osm,deis,Farmacias del Dr. Simi,,El Bosque,-70.6766686,-33.55327199999999
osm,deis,Liga Chilena contra la Epilepsia,,Las Condes,-70.532039,-33.38262869999999
osm,deis,Farmacias 24,,Peñalolén,-70.5854595,-33.5007401
osm,deis,,,Peñalolén,-70.5826583,-33.5057496
osm,deis,Farmacias Ahumada,,San Bernardo,-70.7085837,-33.6338189
osm,deis,Farmacias del Dr. Simi,,Quilicura,-70.7469636,-33.358943399999994
osm,deis,Maiposalud,,La Florida,-70.5961941,-33.5213782
osm,deis,Farmacias Galénica,,La Florida,-70.5966101,-33.5214747
osm,deis,Farmacia Solufar,,Cerrillos,-70.7070501,-33.50920270000001
osm,deis,SalcoBrand,,Quilicura,-70.7299768,-33.35745159999999
osm,deis,Cruz Verde,,Pudahuel,-70.79263340000001,-33.40009010000001
osm,deis,Clínica Dental Aeropuerto,,Pudahuel,-70.7913645,-33.3967489
osm,deis,Farmacias Belén,,El Bosque,-70.6768922,-33.5822025
osm,deis,Vacunatorio Covid,,Puente Alto,-70.6276515,-33.62561949999999
osm,deis,Mival,,El Bosque,-70.6779167,-33.558143
osm,deis,Lestrange,,San Bernardo,-70.7092903,-33.59040579999999
osm,deis,Farmacia Belén,,Tiltil,-70.9291989,-33.08474809999999
osm,deis,Policlínico IST,,Pudahuel,-70.7941312,-33.40011379999999
osm,deis,Farmacias EsSalud,,Quilicura,-70.7301545,-33.36475550000001
osm,deis,Cruz Verde,,Puente Alto,-70.5415272,-33.5910469
osm,deis,Cruz Verde,,Quilicura,-70.7188847,-33.3744753
osm,deis,,,Providencia,-70.6161096,-33.43793029999999
osm,deis,Más Ahorro,,Providencia,-70.6160935,-33.43801
osm,deis,SalcoBrand,,Lo Barnechea,-70.539542,-33.3556241
osm,deis,Farmacias Human Pharma,,La Reina,-70.5706304,-33.44550869999999
osm,deis,Farmacias Ahumada,,Huechuraba,-70.6201371,-33.3902146
osm,deis,Farmaetika,,Ñuñoa,-70.573103,-33.44122190000001
osm,deis,Farmacias Farma+Plus,,San Miguel,-70.64888540000001,-33.48236600000001
osm,deis,Farmacias Ahumada,,Vitacura,-70.5690003,-33.37655649999999
osm,deis,,,Las Condes,-70.6028435,-33.41237890000001
osm,deis,EcoFarmacias,,Providencia,-70.6118543,-33.4229054
osm,deis,Farmacias La Rebaja,,Providencia,-70.622632,-33.4298542
osm,deis,Farmacias de Barrio,,Cerro Navia,-70.7399408,-33.4230403
osm,deis,Farmacia del Valle,,Colina,-70.6733975,-33.215859099999996
osm,deis,Cruz Verde,,Ñuñoa,-70.5893268,-33.4509612
osm,deis,Farmacia Meddica,,La Pintana,-70.6279839,-33.585383199999995
osm,deis,Farmacias del Dr. Simi,,Estación Central,-70.6791767,-33.45039899999999
osm,deis,Vida Farma,,El Bosque,-70.6826146,-33.56418909999999
osm,deis,Farmacia Comunitaria Vida Buena,,La Granja,-70.6320227,-33.54382369999999
osm,deis,Farmacias Bicentenario,,Quilicura,-70.7136016,-33.36659850000001
osm,deis,SalcoBrand,,San Bernardo,-70.70831900000002,-33.632677900000004
osm,deis,OdontoRed,,Quilicura,-70.7213502,-33.358510800000005
osm,deis,Farmacia DMedical,,Quilicura,-70.721318,-33.358377799999985
osm,deis,Farmacias del Dr. Simi,,Estación Central,-70.679599,-33.45156690000001
osm,deis,Farmacias del Dr. Simi,,San Bernardo,-70.707873,-33.6329091
osm,deis,Cruz Verde,,Estación Central,-70.68685590000001,-33.45352150000001
osm,deis,Cruz Verde,,Vitacura,-70.5988275,-33.398643400000005
osm,deis,Farma Oferta,,Ñuñoa,-70.62821960000001,-33.452166600000005
osm,deis,Cruz Verde,,Huechuraba,-70.6784811,-33.35418390000001
osm,deis,Farmacias Mena Penrroz,,Providencia,-70.615253,-33.43514809999999
osm,deis,Farmacias del Dr. Simi,,La Reina,-70.5404598,-33.4521185
osm,deis,Farmacias del Dr. Simi,,Las Condes,-70.5794869,-33.423911000000004
osm,deis,Cruz Verde,,Santiago,-70.6543729,-33.4441405
osm,deis,Farmacias Ahumada,,La Florida,-70.5912709,-33.5112594
osm,deis,Cruz Verde,,Quilicura,-70.7306919,-33.3650576
osm,deis,Farmacia Chicureo,,Colina,-70.7316384,-33.21821150000001
osm,deis,Farmacias Ahumada,,San Bernardo,-70.7089391,-33.632946699999984
osm,deis,Farmacias La Rebaja,,Santiago,-70.6482898,-33.451596399999985
osm,deis,Farmacias del Dr. Simi,,San Bernardo,-70.6976544,-33.594323100000004
osm,deis,Farmacias del Dr. Simi,,Curacaví,-71.1363208,-33.40557179999999
osm,deis,Farmacia El Sol,,Curacaví,-71.1353271,-33.4047792
osm,deis,CESFAM Padre Orellana,,Santiago,-70.6297342,-33.466365299999985
osm,deis,Farmacia Municipal,,La Cisterna,-70.6646955,-33.534606199999985
osm,deis,SAPU Peñaflor,,Peñaflor,-70.8954421,-33.6108508
osm,deis,Cruz Verde,,Las Condes,-70.5752623,-33.40183319999999
osm,deis,SalcoBrand,,Las Condes,-70.5755596,-33.4016447
osm,deis,CECOSF Doctor Raúl Brañes,,San Bernardo,-70.6773152,-33.600085500000006
osm,deis,COSAM Maipú,,Maipú,-70.7626949,-33.51047789999999
osm,deis,Farmacia Real,,Quilicura,-70.7205789,-33.366839799999994
osm,deis,Farmacias Ahumada,,Ñuñoa,-70.6214016,-33.450011399999994
osm,deis,CECOSF Lo Herrera,,San Bernardo,-70.745701,-33.668209499999996
osm,deis,Farmacia CDLV,,Pudahuel,-70.8440798,-33.44845350000001
osm,deis,COSAM Puente Alto,,Puente Alto,-70.5770348,-33.6089538
osm,deis,Farmacias Díaz,,Lo Prado,-70.7234309,-33.4437526
osm,deis,FarmaTout,,Quilicura,-70.721394,-33.3651947
osm,deis,CECOSF Curacaví,,Curacaví,-71.1255605,-33.3932963
osm,deis,SAPU Santa Rosa de Chena,,Peñaflor,-70.9016336,-33.613918399999996
osm,deis,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,,Maipú,-70.775111,-33.517917499999996
osm,deis,Farmacias Mevic,,Quinta Normal,-70.7155636,-33.428694899999996
osm,deis,BlueFarma,,Quilicura,-70.7301092,-33.3642179
osm,deis,Farmacias Higia,,Quilicura,-70.7173894,-33.3568076
osm,deis,Farmacias Antonio,,Quilicura,-70.7207984,-33.36194879999999
osm,deis,Integramédica,,Las Condes,-70.5397757,-33.4157724
osm,deis,SalcoBrand,,Las Condes,-70.53983200000002,-33.4160724
osm,deis,Cruz Verde,,Las Condes,-70.5408298,-33.41575000000001
osm,deis,Farmacia Mediahorro,,Quilicura,-70.7342124,-33.364194399999995
osm,deis,Farmacia Genérica,,Quilicura,-70.7209009,-33.3704719
osm,deis,Posta de salud rural la capilla de caleu,,Tiltil,-70.9283233,-33.08321219999999
osm,deis,Posta de salud rural san antonio de naltagua,,Isla de Maipo,-71.0105299,-33.72130589999998
osm,deis,Posta de salud rural aliro cárcarmo,,Isla de Maipo,-70.8549487,-33.7133008
osm,deis,Posta de Salud Rural Pahuilmo,,Melipilla,-71.0975609,-33.5716394
osm,deis,Posta de salud rural el prado,,San Pedro,-71.4872417,-33.9258509
osm,deis,Posta de Salud Rural Santa Rita,,Pirque,-70.5341251,-33.6465456
osm,deis,Posta de salud rural lo arcaya,,Pirque,-70.5780571,-33.6910398
osm,deis,Posta de salud rural san gabriel,,San José de Maipo,-70.2334053,-33.78377509999999
osm,deis,La Farma,,Providencia,-70.5997191,-33.44261980000001
osm,deis,Knop,,La Florida,-70.5997113,-33.5204059
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6492495,-33.4764806
osm,deis,Farmacia Ciudadana La Florida,,La Florida,-70.5860445,-33.5587034
osm,deis,Farmacia Ekonoplus,,Ñuñoa,-70.6178332,-33.451634
osm,deis,Farmacia El Químico,,Providencia,-70.612949,-33.44244140000001
osm,deis,GoSmile,,Colina,-70.6233219,-33.27106569999999
osm,deis,Cruz Verde,,Colina,-70.6234874,-33.271077000000005
osm,deis,Clínica Gaudí,,Las Condes,-70.5624792,-33.41661179999999
osm,deis,SalcoBrand,,Lo Barnechea,-70.5384599,-33.32406099999999
osm,deis,Luz Dent,,Quilicura,-70.7362453,-33.3576046
osm,deis,Farmacias del Dr. Simi,,Las Condes,-70.5184615,-33.3736198
osm,deis,DeltaPharma,,Cerrillos,-70.7008734,-33.500860800000005
osm,deis,Clínica Odontologica San Sebastían,,Lo Barnechea,-70.5225118,-33.35135979999999
osm,deis,Cosam Recoleta,,Recoleta,-70.6462356,-33.40467209999999
osm,deis,Cosam Til Til,,Tiltil,-70.9214585,-33.08768329999999
osm,deis,COSAM Lo Barnechea,,Lo Barnechea,-70.50699360000002,-33.3602114
osm,deis,Cruz Verde,,Lo Prado,-70.7058715,-33.4570075
osm,deis,SalcoBrand,,Lo Prado,-70.7062183,-33.45701229999999
osm,deis,Centro Médico Antroposófico,,La Reina,-70.5591201,-33.456011199999985
osm,deis,Farmacia del Dr. Simi,,Lo Barnechea,-70.5104527,-33.35347530000001
osm,deis,Hospital de Campaña Sótero del Río,,Puente Alto,-70.577462,-33.57872559999999
osm,deis,CESFAM Dr. José Manuel Balmaceda,,Pirque,-70.5754244,-33.6367791
osm,deis,Posta de Salud Rural Santa María,,Alhué,-71.201225,-34.07358430000001
osm,deis,Farmacia Montes,,Providencia,-70.6286841,-33.4470293
osm,deis,Posta de Salud Rural Juan Pablo II de Lampa,,Lampa,-70.7559453,-33.2809858
osm,deis,SalcoBrand,,La Florida,-70.6058767,-33.5113504
osm,deis,SalcoBrand,,Peñalolén,-70.5232729,-33.4688278
osm,deis,Farmacias Ahumada,,Peñalolén,-70.5572002,-33.488664400000005
osm,deis,Farmacia Popular Pudahuel Sur,,Pudahuel,-70.7466865,-33.4616856
osm,deis,Centro Dental San Gregorio,,Quilicura,-70.7421587,-33.361967699999994
osm,deis,Farmacia Dayra,,Quilicura,-70.7421281,-33.34991579999999
osm,deis,Farma Express,,Santiago,-70.6743919,-33.4276947
osm,deis,Farmacias Ahumada,,San Bernardo,-70.7012511,-33.572237900000005
osm,deis,Farmacias del Dr. Simi,,Las Condes,-70.5119747,-33.41214169999999
osm,deis,Cruz Verde,,Las Condes,-70.51239410000001,-33.41224919999999
osm,deis,Clini,,Las Condes,-70.507407,-33.3989549
osm,deis,Cruz Verde,,Recoleta,-70.64706060000002,-33.3804818
osm,deis,Farmacias del Dr. Simi,,Recoleta,-70.6466952,-33.380616999999994
osm,deis,Cruz Verde,,Peñalolén,-70.5570741,-33.487712300000005
osm,deis,Farmacias del Dr. Simi,,Lo Barnechea,-70.50627590000002,-33.362048
osm,deis,Farmacia Más Médica,,Renca,-70.7441045,-33.400583999999995
osm,deis,SalcoBrand,,Huechuraba,-70.6191542,-33.3896835
osm,deis,Farmacias del Dr. Simi,,La Florida,-70.6000577,-33.518208599999994
osm,deis,Integramédica Dental,,La Florida,-70.5995911,-33.51635000000001
osm,deis,Redfarma,,Talagante,-70.9121422,-33.65701529999999
osm,deis,Go Farma,,Isla de Maipo,-70.9123923,-33.7364757
osm,deis,Cruz Verde,,La Florida,-70.5861521,-33.5594386
osm,deis,Cruz Verde,,La Florida,-70.5961062,-33.5266958
osm,deis,Cruz Verde,,Ñuñoa,-70.6088332,-33.4540372
osm,deis,Farmacia Medicar,,Providencia,-70.619523,-33.43396680000001
osm,deis,SalcoBrand,,Colina,-70.6278505,-33.27856249999999
osm,deis,Cruz Verde,,Recoleta,-70.643396,-33.40263499999999
osm,deis,Prosonrisas,,Recoleta,-70.6436857,-33.4026328
osm,deis,Farmacia Dra. Inés,,El Bosque,-70.6852625,-33.5673875
osm,deis,SalcoBrand,,Las Condes,-70.5685653,-33.40450810000001
osm,deis,Farmacia Comunitaria La Reina,,La Reina,-70.5429207,-33.4507136
osm,deis,SalcoBrand,,Ñuñoa,-70.613839,-33.4565341
osm,deis,Cruz Verde,,La Reina,-70.5560292,-33.4397814
osm,deis,Cruz Verde,,La Florida,-70.599703,-33.519048699999985
osm,deis,,,Ñuñoa,-70.6057888,-33.46105399999999
osm,deis,SalcoBrand,,Vitacura,-70.5694848,-33.376293800000006
osm,deis,Everest,,Vitacura,-70.56717,-33.37639169999999
osm,deis,Farmacias del Dr. Simi,,Las Condes,-70.5433448,-33.39188490000001
osm,deis,Farmacias La Botika,,Ñuñoa,-70.5882414,-33.450373100000014
osm,deis,Farmacias del Dr. Simi,,Ñuñoa,-70.6132701,-33.453382399999995
osm,deis,Farmacias Sanafarm,,Lampa,-70.766838,-33.3265676
osm,deis,Cruz Verde,,Ñuñoa,-70.5747965,-33.463529400000006
osm,deis,Cruz Verde,,Colina,-70.6856753,-33.2179893
osm,deis,Cruz Verde,,Colina,-70.6643849,-33.3061137
osm,deis,Cruz Verde,,Colina,-70.6285638,-33.2772011
osm,deis,Farmacias del Dr. Simi,,Maipú,-70.7339461,-33.52374360000001
osm,deis,Farmacias Ahumada,,Maipú,-70.7330934,-33.5219574
osm,deis,Consulta Médica Pintué,,Paine,-70.879707,-33.87402879999999
osm,deis,Farmacia San Enrique,,San Pedro,-71.4543121,-33.8969693
osm,deis,Cruz Verde,,Las Condes,-70.572576,-33.4105029
osm,deis,Todofarma,,Vitacura,-70.5902906,-33.40325769999999
osm,deis,Farmacias del Dr. Simi,,La Pintana,-70.6283448,-33.58364799999999
osm,deis,Farmacia Comunitaria,,Renca,-70.7036877,-33.40534470000001
osm,deis,Cruz Verde,,Renca,-70.7008142,-33.4068432
osm,deis,Go Farma,,Talagante,-70.915789,-33.6848127
osm,deis,Cruz Verde,,Puente Alto,-70.5180347,-33.59861600000001
osm,deis,Cruz Verde,,Puente Alto,-70.5692536,-33.5803633
osm,deis,Farma Cuida,,Lampa,-70.806443,-33.23581070000001
osm,deis,Clinica MEDS La Dehesa - Torre Nucleo Los Trapenses,,Lo Barnechea,-70.5397904,-33.35540350000001
osm,deis,Farmacias Ahumada,,Peñalolén,-70.5788114,-33.48826220000001
osm,deis,Redfarma,,Santiago,-70.6608684,-33.4458291
osm,deis,Sanasalud,,Santiago,-70.6505996,-33.43520010000001
osm,deis,SalcoBrand,,Santiago,-70.6508724,-33.4350885
osm,deis,Cruz Verde,,Santiago,-70.6507069,-33.43532099999999
osm,deis,Farmacias Ahumada,,Quinta Normal,-70.680986,-33.43274379999999
osm,deis,Farmacia Amaya,,San Joaquín,-70.622217,-33.479192899999994
osm,deis,Centro Médico Higueras,,Pedro Aguirre Cerda,-70.6869632,-33.4955519
osm,deis,Farmacia Dr. Simi,,Pedro Aguirre Cerda,-70.68813,-33.49867439999999
osm,deis,Farmacias la Botika,,Pedro Aguirre Cerda,-70.6905426,-33.50355689999999
osm,deis,Shalom,,Puente Alto,-70.60801,-33.57788359999999
osm,deis,Farmacia Nos,,San Bernardo,-70.7081757,-33.63738099999999
osm,deis,,,El Bosque,-70.6755707,-33.5521359
osm,deis,Maicao,,La Cisterna,-70.65874170000001,-33.5164671
osm,deis,Farmacias La Botika,,Maipú,-70.7801546,-33.504628
osm,deis,,,Ñuñoa,-70.6110536,-33.45364769999999
osm,deis,Farmacias del Dr. Simi,,La Florida,-70.5997003,-33.51922580000001
osm,deis,SalcoBrand,,La Florida,-70.59940140000002,-33.5188221
osm,deis,SalcoBrand,,La Florida,-70.599157,-33.51868850000001
osm,deis,Farmacia Comunitaria Jaime Cruz,,Calera de Tango,-70.761901,-33.630578
osm,deis,SalcoBrand,,Las Condes,-70.5719142,-33.4189675
osm,deis,Farmacia Cumbres,,Colina,-70.6777277,-33.18464749999999
osm,deis,Nefres,,Lo Espejo,-70.6929721,-33.513835199999995
osm,deis,Clínica Elissful,,Talagante,-70.9230683,-33.6780955
osm,deis,Mr. Dent,,Talagante,-70.9231552,-33.6781576
osm,deis,Fast Clinic,,San Bernardo,-70.6764434,-33.5830072
osm,deis,Farmacias Farmalym,,Ñuñoa,-70.5844251,-33.4618324
osm,deis,Centro Clínico Lambert,,Curacaví,-71.1403021,-33.4072876
osm,deis,Farmacias Ahumada,,Quilicura,-70.7203722,-33.3662246
osm,deis,Cruz Verde,,Lampa,-70.7463826,-33.323380900000004
osm,deis,Farmacias Mirophar,,San Bernardo,-70.6829396,-33.60418820000001
osm,deis,SalcoBrand,,San Bernardo,-70.6836011,-33.6155197
osm,deis,Farmacias Ahumada,,Ñuñoa,-70.5975947,-33.465005
osm,deis,Farmacias Ahumada,,Recoleta,-70.6416149,-33.39319629999999
osm,deis,Cruz Verde,,La Florida,-70.5902048,-33.5229066
osm,deis,SalcoBrand,,Pirque,-70.5770258,-33.6377519
osm,deis,Centro Médico Pirque,,Pirque,-70.5777085,-33.6380334
osm,deis,Cruz Verde,,Pirque,-70.5751403,-33.636561199999996
osm,deis,Punto Farma,,Huechuraba,-70.6783731,-33.354794999999996
osm,deis,Cruz Verde,,Huechuraba,-70.6698325,-33.3523448
osm,deis,SalcoBrand,,Huechuraba,-70.6698555,-33.34836800000001
osm,deis,Farmacias Ahumada,,Huechuraba,-70.6781954,-33.36783590000001
osm,deis,Farmacias Ahumada,,Huechuraba,-70.6783661,-33.36462099999999
osm,deis,Cruz Verde,,Huechuraba,-70.6797635,-33.3644939
osm,deis,Mora Pavic,,Huechuraba,-70.6802251,-33.3649222
osm,deis,Farmacias del Dr. Simi,,El Bosque,-70.6670246,-33.54690550000001
osm,deis,SalcoBrand,,La Reina,-70.5319529,-33.440525599999994
osm,deis,Farmacias del Dr. Simi,,La Reina,-70.5334649,-33.44074439999999
osm,deis,Farmacia Bollenar,,Melipilla,-71.1905324,-33.5708668
osm,deis,Farmacia puntoSalud,,Isla de Maipo,-70.902749,-33.7531099
