source,matched_in,name,official_type,commune,lon,lat
osm,deis,Farmacias Ahumada,,Vitacura,-70.5867236,-33.3901353
osm,deis,Farmacia La Plaza,,Buin,-70.7476455,-33.731614500000006
osm,deis,Cruz Verde,,Renca,-70.7047778,-33.4055897
osm,deis,,,Puente Alto,-70.6014771,-33.58216799999999
osm,deis,Farmacia Los Paltos,,Puente Alto,-70.6009407,-33.58217249999999
osm,deis,San Juan,,El Monte,-70.9794211,-33.67938960000001
osm,deis,Farmacias Ahumada,,Ñuñoa,-70.5804123,-33.44807920000001
osm,deis,,,Maipú,-70.7671737,-33.5281006
osm,deis,SalcoBrand,,Vitacura,-70.597601,-33.3986856
osm,deis,Damyfar,,Santiago,-70.6499529,-33.4537059
osm,deis,Farmacias Ahumada,,Peñalolén,-70.5499158,-33.48858439999999
osm,deis,SalcoBrand,,Peñalolén,-70.550308,-33.4891966
osm,deis,Farmacias Ahumada,,Pudahuel,-70.7319206,-33.467889099999994
osm,deis,Farmacias Ahumada,,Maipú,-70.77529900000002,-33.5313983
osm,deis,Centro Dental,,Pudahuel,-70.74534870000001,-33.436613200000004
osm,deis,Carnicería El Productor,,Pudahuel,-70.7465667,-33.436604700000004
osm,deis,SalcoBrand,,Las Condes,-70.5605455,-33.4168351
osm,deis,Cruz Verde,,La Cisterna,-70.6591122,-33.51739359999999
osm,deis,Doctor Simi,,Puente Alto,-70.5822661,-33.5789965
osm,deis,Salud Farma,,Puente Alto,-70.5810237,-33.5809139
osm,deis,SalcoBrand,,Lampa,-70.745956,-33.32344590000002
osm,deis,Farmacias Ahumada,,San Miguel,-70.6570243,-33.508869700000005
osm,deis,Farmacia José Joaquín Pérez,,Cerro Navia,-70.73862690000001,-33.430039900000004
osm,deis,Farmacia Dylan 2,,Cerro Navia,-70.7371547,-33.4294581
osm,deis,Cruz Verde,,Cerro Navia,-70.7358666,-33.4295542
osm,deis,Clínica Dental,,Cerro Navia,-70.7360287,-33.4292711
osm,deis,Clínica odontologica UDP,,Santiago,-70.6611506,-33.4499133
osm,deis,Farmacia San Francisco,,Lo Prado,-70.7328331,-33.43640100000001
osm,deis,Farmacias,,Puente Alto,-70.5594673,-33.5933533
osm,deis,SalcoBrand,,Providencia,-70.590936,-33.42687920000001
osm,deis,SalcoBrand,,Las Condes,-70.544243,-33.4094652
osm,deis,Consultorio Juan Palau,,Las Condes,-70.5573896,-33.430032999999995
osm,deis,Cruz Verde,,Pedro Aguirre Cerda,-70.6631693,-33.479001200000006
osm,deis,Maternidad,,Puente Alto,-70.5795144,-33.5780623
osm,deis,Cruz Verde,,La Pintana,-70.6295288,-33.5864168
osm,deis,SalcoBrand,,Lo Prado,-70.7230228,-33.4440445
osm,deis,Cruz Verde,,Pirque,-70.5706403,-33.634281599999994
osm,deis,Farmacia Eben Ezer,,Cerro Navia,-70.7375276,-33.431628200000006
osm,deis,Farmacia FarmaOferta,,Pudahuel,-70.754401,-33.43619389999999
osm,deis,Farmacia Catherinne II,,Pudahuel,-70.7673805,-33.43637900000001
osm,deis,Farmacias Espoz,,Lo Prado,-70.736084,-33.4444354
osm,deis,Farmacia Belén,,Lo Prado,-70.7248051,-33.444198099999994
osm,deis,Cruz Verde,,Puente Alto,-70.5098643,-33.597264300000006
osm,deis,,,Providencia,-70.6165026,-33.4462012
osm,deis,Farmacias del Dr. Simi,,La Cisterna,-70.658377,-33.5163849
osm,deis,Farmacia Dr Ahorro,,La Cisterna,-70.65880680000001,-33.516217
osm,deis,Farmacias Manríquez,,La Cisterna,-70.6587707,-33.5177748
osm,deis,Centro Médico Santa Elena,,La Cisterna,-70.65910100000002,-33.51684740000002
osm,deis,Farmacia Espoz,,Pudahuel,-70.758438,-33.4429507
osm,deis,Clínica Odontológica,,Buin,-70.7381327,-33.7305902
osm,deis,Centro de Diálisis Neprocare Buin,,Buin,-70.7374929,-33.73061349999999
osm,deis,Farmacias Ahumada,,Buin,-70.7354312,-33.7320655
osm,deis,Farmacia Kurth,,Buin,-70.7385493,-33.7330683
osm,deis,Belen Farmacias,,El Bosque,-70.6731876,-33.5694932
osm,deis,Cruz Verde,,Santiago,-70.6643253,-33.45200849999999
osm,deis,Farmacia Carmen,,Santiago,-70.6609331,-33.45084320000001
osm,deis,Cruz Verde,,Vitacura,-70.5673197,-33.376519
osm,deis,Farmacias Ahumada,,Talagante,-70.9253194,-33.6624842
osm,deis,Farmacias Ahumada,,Colina,-70.6670045,-33.3039545
osm,deis,Cruz Verde,,Lo Prado,-70.715786,-33.457498699999995
osm,deis,Farmacias del Dr. Simi,,Providencia,-70.6118069,-33.4228806
osm,deis,Farmacia Ximena Polanco,,Providencia,-70.6086889,-33.425502900000005
osm,deis,,,Recoleta,-70.6457367,-33.430437
osm,deis,Farmacias del Dr. Simi,,Estación Central,-70.7070754,-33.4579273
osm,deis,Cruz Verde,,Colina,-70.6772393,-33.285244999999996
osm,deis,SalcoBrand,,Colina,-70.6755434,-33.2858563
osm,deis,Farmacias Ahumada,,Colina,-70.6994346,-33.28585399999999
osm,deis,SalcoBrand,,Colina,-70.7034808,-33.27803450000001
osm,deis,Farmacias Ahumada,,Santiago,-70.6346613,-33.4478964
osm,deis,Cuenca y cuenca Ltda oficina 208,,San Miguel,-70.65476,-33.500835
osm,deis,SalcoBrand,,Santiago,-70.6608773,-33.4534365
osm,deis,La Torre,,Santiago,-70.6640025,-33.4566159
osm,deis,Cruz Verde,,Curacaví,-71.1291808,-33.40284030000001
osm,deis,Cruz Verde,,Calera de Tango,-70.7995775,-33.6235252
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6482109,-33.4731434
osm,deis,SalcoBrand,,Las Condes,-70.57306180000002,-33.40490009999999
osm,deis,SalcoBrand,,Macul,-70.599189,-33.4857732
osm,deis,Doctor Benjamín Cousiño,,Santiago,-70.6554967,-33.46173739999998
osm,deis,Actimed,,Lampa,-70.8110963,-33.2389141
osm,deis,El Valle,,Colina,-70.6933371,-33.2858519
osm,deis,Farmacia Gandana,,Recoleta,-70.6396367,-33.41390700000001
osm,deis,Centro Médico Odontológico,,Colina,-70.6750627,-33.1977076
osm,deis,Clínica Dental Cerro Blanco,,Recoleta,-70.6445701,-33.421711499999994
osm,deis,,,Recoleta,-70.6447176,-33.4221448
osm,deis,Centro Medico,,Recoleta,-70.6471833,-33.43042299999999
osm,deis,Centro Dental,,Recoleta,-70.6471954,-33.4304611
osm,deis,Expro Dental,,Recoleta,-70.6463639,-33.4330375
osm,deis,Farmacias Ahumada,,Colina,-70.6955594,-33.23833059999999
osm,deis,Farmacias Torres,,Recoleta,-70.6289833,-33.3996143
osm,deis,Cruz Verde,,Providencia,-70.5918219,-33.435760599999995
osm,deis,Farmacias Ahumada,,Recoleta,-70.6434273,-33.405582700000004
osm,deis,Clinica Dental Medica,,Recoleta,-70.6429685,-33.3983052
osm,deis,Consulta Dental Recoleta,,Recoleta,-70.6429984,-33.39736189999999
osm,deis,Farmacias Bicentenario,,Recoleta,-70.6429097,-33.395596899999994
osm,deis,Viadent,,Recoleta,-70.6427184,-33.392024400000004
osm,deis,Farmacias Latinoamericana,,Recoleta,-70.6430237,-33.4053743
osm,deis,Cruz Verde,,Conchalí,-70.6800584,-33.384590999999986
osm,deis,Centro Médico Dental,,Conchalí,-70.6800459,-33.3845355
osm,deis,Valle de Vida,,Conchalí,-70.679753,-33.384961600000004
osm,deis,Belén,,Conchalí,-70.680384,-33.3848109
osm,deis,Centro Médico y Dental,,Conchalí,-70.680199,-33.3852012
osm,deis,Farmacia Foster,,Independencia,-70.6687005,-33.4056809
osm,deis,Cruz Verde,,Santiago,-70.6775461,-33.4508074
osm,deis,Consulta Medica,,Independencia,-70.672522,-33.4185811
osm,deis,Farmacias Family,,La Florida,-70.6058561,-33.5129369
osm,deis,,,Colina,-70.7037032,-33.2770529
osm,deis,Farmacia Nueva Real,,Colina,-70.6769766,-33.2042248
osm,deis,Farmacias del Dr. Simi,,Colina,-70.6772633,-33.20416259999998
osm,deis,Doctor Cornejo,,Colina,-70.6817915,-33.20363400000001
osm,deis,Farmacia Helifarma,,Colina,-70.6805437,-33.20386160000001
osm,deis,Farmacia Alosal,,Conchalí,-70.6821178,-33.37326299999999
osm,deis,Farmacia Valle de Vida,,Conchalí,-70.6823938,-33.3737221
osm,deis,Centro Médico y Dental,,Conchalí,-70.681622,-33.37396480000001
osm,deis,,,Conchalí,-70.6852549,-33.3746115
osm,deis,Farmacias Sana Sana,,Huechuraba,-70.635804,-33.37089339999999
osm,deis,Farmacias Habana,,Puente Alto,-70.5679668,-33.5856419
osm,deis,Farmacia Vecina,,Quilicura,-70.7507097,-33.353246500000004
osm,deis,Farmaxal,,Quilicura,-70.747837,-33.360948900000004
osm,deis,Medisalud,,Quilicura,-70.7486381,-33.3544753
osm,deis,Coldental,,Quilicura,-70.7397233,-33.350450099999996
osm,deis,Consulta Dental,,Quilicura,-70.7309894,-33.35610209999999
osm,deis,Centro Medico,,Quilicura,-70.730596,-33.3557735
osm,deis,Clínica O'Higgins Salud,,Quilicura,-70.7291413,-33.35918199999999
osm,deis,Consulta Dental,,Colina,-70.6756621,-33.2052046
osm,deis,SalcoBrand,,Ñuñoa,-70.5779654,-33.4366645
osm,deis,Dentist Plus,,San Bernardo,-70.7004711,-33.59495940000001
osm,deis,Farmacias Santa Ana,,Quilicura,-70.72755580000002,-33.3682673
osm,deis,San Elias,,Quilicura,-70.7274303,-33.3682037
osm,deis,,,Conchalí,-70.6690646,-33.397929
osm,deis,Belén,,Quilicura,-70.7342144,-33.36727619999999
osm,deis,Ambita Dent,,Quilicura,-70.7342577,-33.36726089999999
osm,deis,Doctora Magaly Pinto,,Quilicura,-70.734482,-33.3672331
osm,deis,,,Conchalí,-70.6724242,-33.39540349999999
osm,deis,Farmacias del Dr. Simi,,Quilicura,-70.734149,-33.36703649999999
osm,deis,Farmax,,Quilicura,-70.7342981,-33.36698669999999
osm,deis,Consulta Dental Vanne,,Quilicura,-70.7351559,-33.366653799999995
osm,deis,Clínica Dental Doctora Cabrera,,Quilicura,-70.7360766,-33.36639259999999
osm,deis,Farmacias NetFarma,,Maipú,-70.736674,-33.4955052
osm,deis,Cruz Verde,,Lo Barnechea,-70.5380321,-33.355241299999996
osm,deis,,,Independencia,-70.6586304,-33.4130905
osm,deis,Farmacia Vecina,,Quilicura,-70.7224124,-33.36624369999999
osm,deis,Farmacias Central,,Maipú,-70.7455247,-33.5010831
osm,deis,Cruz Verde,,Ñuñoa,-70.6213915,-33.44985719999999
osm,deis,Farmacia Vecina,,Quilicura,-70.7449017,-33.3617766
osm,deis,Cruz Verde,,Huechuraba,-70.6700873,-33.347436200000004
osm,deis,,,San Bernardo,-70.7001595,-33.597012199999995
osm,deis,Huechuraba Salud Clínica Dental,,Huechuraba,-70.6698983,-33.346205
osm,deis,Clínica Italia,,Lampa,-70.7503576,-33.32608940000001
osm,deis,Clinica Dental Las Pataguas,,Lo Barnechea,-70.5376123,-33.35463099999999
osm,deis,Ebenecer,,San Bernardo,-70.7053401,-33.59441339999999
osm,deis,Jardin del Valle,,Lampa,-70.7427202,-33.32530859999999
osm,deis,Dental11,,Huechuraba,-70.6770061,-33.3565301
osm,deis,Farmacias Ahumada,,Puente Alto,-70.5766671,-33.599523299999994
osm,deis,Clinica Dental,,Ñuñoa,-70.6023183,-33.45416620000001
osm,deis,Farmacias del Dr. Simi,,Ñuñoa,-70.6046779,-33.4534431
osm,deis,Homeopatica,,Ñuñoa,-70.6034772,-33.45442499999999
osm,deis,Galenica,,Ñuñoa,-70.6033958,-33.4544304
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6367631,-33.4379504
osm,deis,Farmacias Chile,,Santiago,-70.6313214,-33.45142680000001
osm,deis,Cruz Verde,,Santiago,-70.631297,-33.451719199999985
osm,deis,Consulta Dental,,Recoleta,-70.6429165,-33.3930161
osm,deis,Cruz Verde,,La Florida,-70.5738835,-33.53621749999999
osm,deis,EcuaMeden,,Recoleta,-70.6427838,-33.393659899999996
osm,deis,,,El Bosque,-70.6709632,-33.5624313
osm,deis,Farmacia Los Maquis,,El Bosque,-70.6706921,-33.561242899999996
osm,deis,Santa Marta,,Puente Alto,-70.6122387,-33.6294024
osm,deis,Clinica Dental Pacífico,,Puente Alto,-70.5779753,-33.6096419
osm,deis,Santa Marta,,Puente Alto,-70.6129577,-33.620540299999995
osm,deis,Integradent,,Puente Alto,-70.57747980000002,-33.610487899999995
osm,deis,Farmacia Santa Laura,,Independencia,-70.6607203,-33.405921500000005
osm,deis,Farmacias Manríquez,,La Cisterna,-70.6679538,-33.545606
osm,deis,Consulta Dental,,Puente Alto,-70.5778643,-33.6096097
osm,deis,Catedral,,La Cisterna,-70.663685,-33.5358633
osm,deis,Farmacias Su Farma,,La Florida,-70.5598068,-33.5591819
osm,deis,Clinica Conexion Dental,,La Florida,-70.58422490000001,-33.56356479999999
osm,deis,Dental,,La Cisterna,-70.6618806,-33.5288867
osm,deis,Farmacia Carla,,Renca,-70.7215483,-33.40096369999999
osm,deis,Farmacia Carmen,,La Cisterna,-70.6584397,-33.51660680000001
osm,deis,Homeofarm,,San Miguel,-70.6568649,-33.5109419
osm,deis,Farmacias Manríquez,,San Miguel,-70.6563462,-33.509185699999996
osm,deis,La Botica Cubana,,Recoleta,-70.64682590000001,-33.43179379999999
osm,deis,María Medicinal Growshop,,Ñuñoa,-70.5976395,-33.464351799999996
osm,deis,,,Puente Alto,-70.5922674,-33.58047859999999
osm,deis,Dentioral,,Puente Alto,-70.5876212,-33.5798812
osm,deis,Farmacia Fullfarma,,Puente Alto,-70.5855483,-33.589982
osm,deis,SalcoBrand,,Ñuñoa,-70.6269588,-33.4549899
osm,deis,Farmacia Netfarma,,Puente Alto,-70.5990665,-33.588084999999985
osm,deis,Cruz Verde,,Ñuñoa,-70.6132345,-33.4480573
osm,deis,Clínica Dental,,Ñuñoa,-70.6130991,-33.4480241
osm,deis,Consulta Medica,,Puente Alto,-70.599872,-33.5879648
osm,deis,Clínica Dental,,Puente Alto,-70.576075,-33.609787299999994
osm,deis,Cruz Verde,,Recoleta,-70.6398892,-33.423631199999996
osm,deis,Centro Salud,,Puente Alto,-70.5744839,-33.6124834
osm,deis,Clínica Dental,,Providencia,-70.6286775,-33.4458311
osm,deis,Centro Medico y Dental Puente Alto,,Puente Alto,-70.57362,-33.607370700000004
osm,deis,Farmacias Knop,,San Bernardo,-70.7055533,-33.593804299999995
osm,deis,Farmacia Ferco,,San Joaquín,-70.6264493,-33.50706629999999
osm,deis,Farmacias La Botika,,La Granja,-70.6232627,-33.53182290000001
osm,deis,Farmacias Damyfar,,Ñuñoa,-70.6289325,-33.4536792
osm,deis,Farmacias Netfarma,,Puente Alto,-70.5901565,-33.6278865
osm,deis,Farmacias La Botika,,Renca,-70.6906596,-33.4097701
osm,deis,Farmacia Arbolaria,,Vitacura,-70.55006,-33.38305609999998
osm,deis,,,Santiago,-70.6270785,-33.4660017
osm,deis,Farmacias Ahumada,,Ñuñoa,-70.5999366,-33.46485800000001
osm,deis,Cruz Verde,,Ñuñoa,-70.5882441,-33.455717699999994
osm,deis,Farmacia La Urgencia,,Independencia,-70.6536223,-33.42837740000001
osm,deis,Dental Medica,,Independencia,-70.6579132,-33.4207284
osm,deis,MyE Medical,,Macul,-70.5964138,-33.499486899999994
osm,deis,Farmacia Faresp,,Providencia,-70.6357976,-33.4325635
osm,deis,Farmacias del Dr. Simi,,Macul,-70.6000205,-33.49254
osm,deis,Cruz Verde,,Macul,-70.5999787,-33.4914718
osm,deis,Cruz Verde,,Macul,-70.5994495,-33.4806764
osm,deis,,,San Miguel,-70.6491532,-33.4804996
osm,deis,Clínica Odontológica Megasonrisa,,Macul,-70.5994462,-33.4908419
osm,deis,OC Dental,,Ñuñoa,-70.5988115,-33.4696778
osm,deis,Farmacias Alkosto,,Santiago,-70.6490554,-33.44717049999999
osm,deis,Cruz Verde,,Santiago,-70.6495414,-33.44703
osm,deis,Cruz Verde,,Santiago,-70.6516366,-33.43632999999999
osm,deis,Farmacias Ahumada,,Santiago,-70.6690965,-33.43503609999999
osm,deis,Farmacia Otero,,Santiago,-70.6676877,-33.444337999999995
osm,deis,Cruz Verde,,Santiago,-70.667441,-33.44738480000001
osm,deis,Farmacias Ahumada,,Santiago,-70.65167910000001,-33.436094700000005
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6529922,-33.436251199999994
osm,deis,Consulta Médica,,Santiago,-70.6530684,-33.436265899999995
osm,deis,Sos Farmacias,,Santiago,-70.6571631,-33.43671839999999
osm,deis,Farmacia Paris,,Santiago,-70.6510577,-33.4483928
osm,deis,Cruz Verde,,Padre Hurtado,-70.8277093,-33.5615237
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6494518,-33.43393249999999
osm,deis,Farmacia Jardín,,Santiago,-70.6682625,-33.434795799999996
osm,deis,Consultorio Dental,,Santiago,-70.6617859,-33.4345087
osm,deis,Consulta Medicina Familiar Salud Dental,,Santiago,-70.6665448,-33.4349343
osm,deis,Farmacia Francesa,,Santiago,-70.6662264,-33.434905799999996
osm,deis,Baofarma,,Maipú,-70.7511494,-33.47466889999999
osm,deis,Consulta Dental Belén,,Maipú,-70.7484428,-33.47489469999999
osm,deis,Belen Farmacias,,Santiago,-70.6525508,-33.43437800000002
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6515144,-33.434326199999994
osm,deis,Farmacias del Dr. Simi,,Estación Central,-70.7072817,-33.4580272
osm,deis,Farmacia Roxana,,Santiago,-70.6760398,-33.4351579
osm,deis,,,Santiago,-70.6772894,-33.434156400000006
osm,deis,Farmacia Todo,,Santiago,-70.6484579,-33.4759405
osm,deis,,,Estación Central,-70.706881,-33.45795700000001
osm,deis,Farmacias Belén,,Santiago,-70.6745771,-33.4352407
osm,deis,,,Santiago,-70.6759486,-33.4545691
osm,deis,Dentimagen,,Santiago,-70.660857,-33.4393469
osm,deis,Sattva,,Santiago,-70.6593036,-33.44147650000001
osm,deis,Farmacias Sos,,Santiago,-70.6581221,-33.4379557
osm,deis,Farmacias Ahumada,,Ñuñoa,-70.6088059,-33.454983399999996
osm,deis,Farmacia Manríquez,,Santiago,-70.6578516,-33.4404761
osm,deis,Santa Marta,,Santiago,-70.6547611,-33.433590899999984
osm,deis,Consalud,,Ñuñoa,-70.6092938,-33.4538529
osm,deis,Cruz Verde,,Santiago,-70.6354935,-33.448123
osm,deis,,,Santiago,-70.6549728,-33.4376056
osm,deis,Farmacias,,Santiago,-70.6346983,-33.4501059
osm,deis,Clínica Dental,,Providencia,-70.6138449,-33.439338599999985
osm,deis,Cruz Verde,,Maipú,-70.7523305,-33.4801894
osm,deis,SalcoBrand,,Maipú,-70.75177760000001,-33.482976799999996
osm,deis,Centro Medico Dental,,Cerro Navia,-70.753034,-33.416847
osm,deis,Farmacias Econofarma,,Maipú,-70.7665144,-33.4898682
osm,deis,Mi Clinica Dental,,Santiago,-70.6569324,-33.4386404
osm,deis,Farmacia Mapocho,,Cerro Navia,-70.7513851,-33.42173679999999
osm,deis,Farmacias del Dr. Simi,,Estación Central,-70.6871636,-33.453372599999994
osm,deis,Farmacia Belgo Chilena,,Estación Central,-70.6867604,-33.453323899999994
osm,deis,Farmacia Noe,,Santiago,-70.6756985,-33.4503814
osm,deis,,,Santiago,-70.6459488,-33.445009
osm,deis,Farmacias Ahumada,,Santiago,-70.6656264,-33.442661699999995
osm,deis,Podología,,Maipú,-70.763181,-33.48900510000001
osm,deis,Cruz Verde,,Padre Hurtado,-70.8152086,-33.56951879999999
osm,deis,Odontoplus,,Quinta Normal,-70.6920676,-33.4308033
osm,deis,Cruz Verde,,Quinta Normal,-70.69265830000002,-33.43038070000001
osm,deis,Farmacia Marsil 1,,Recoleta,-70.65137730000001,-33.43112679999999
osm,deis,Catagus Farmacias,,Cerro Navia,-70.7599314,-33.420309700000004
osm,deis,Farmacias Silva,,Cerro Navia,-70.7502035,-33.4170511
osm,deis,Centro Médico y Dental Prontomed,,Cerro Navia,-70.7428598,-33.41503849999999
osm,deis,Farmacias del Sur,,Santiago,-70.662767,-33.44714400000001
osm,deis,Centro Ortopédico,,Providencia,-70.620099,-33.4338796
osm,deis,Centro Médico y Dental Medicina Cubana,,Maipú,-70.7672772,-33.4849214
osm,deis,Farmacias,,Santiago,-70.6482179,-33.47290610000001
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6423053,-33.472809700000006
osm,deis,Farmacia Nobel,,Santiago,-70.64307340000002,-33.4585651
osm,deis,,,Pedro Aguirre Cerda,-70.6801242,-33.5073172
osm,deis,Farmacias del Dr.,,Pudahuel,-70.7519021,-33.4604182
osm,deis,Farmacia El Trébol,,Maipú,-70.7793424,-33.515735299999996
osm,deis,Centro Medico y Dental,,Cerro Navia,-70.7321087,-33.4293572
osm,deis,Jumart,,La Florida,-70.6103124,-33.5120922
osm,deis,Denti Family,,La Florida,-70.6102668,-33.51212349999999
osm,deis,Clinica Dental,,Cerro Navia,-70.7338297,-33.429686200000006
osm,deis,Farmed,,Cerro Navia,-70.7349355,-33.4296822
osm,deis,Farmacia Italia,,Cerro Navia,-70.7361372,-33.42957859999999
osm,deis,Centro Medico,,Cerro Navia,-70.736223,-33.4295993
osm,deis,Farmacias del Dr. Simi,,Cerro Navia,-70.7341278,-33.4294659
osm,deis,Dentimed,,San Ramón,-70.6365897,-33.5207484
osm,deis,Clínica Dental,,Peñaflor,-70.846476,-33.59802249999999
osm,deis,Farmacias Saint Germain,,La Granja,-70.6361517,-33.520775699999994
osm,deis,Medica 2000,,Talagante,-70.9231862,-33.66157590000001
osm,deis,Medical Center,,Talagante,-70.9257516,-33.662610599999994
osm,deis,Farmacia Farmaund,,Pudahuel,-70.753391,-33.4319971
osm,deis,Farmacias FullFarma,,Talagante,-70.9245794,-33.663237099999996
osm,deis,Farma Market,,Talagante,-70.9230847,-33.6653785
osm,deis,Clínica Meds,,Maipú,-70.7576724,-33.5091003
osm,deis,Santos Clinica Dental,,Maipú,-70.7580925,-33.50917449999999
osm,deis,Farmacia Principal,,Maipú,-70.7581147,-33.509174699999996
osm,deis,Farmacias Espoz,,Maipú,-70.7586675,-33.5093511
osm,deis,Farmacias Tierra del Fuego,,Pudahuel,-70.750383,-33.43213159999999
osm,deis,Solo Salud,,Santiago,-70.672937,-33.452398099999996
osm,deis,Centro Medico y Dialisis Prodial LTDA,,Pudahuel,-70.7663153,-33.4289629
osm,deis,Farmacia Malloco,,Peñaflor,-70.8527919,-33.60472320000001
osm,deis,Cruz Verde,,Peñaflor,-70.8551046,-33.6070414
osm,deis,Siboney,,Santiago,-70.6558292,-33.4606206
osm,deis,,,San Ramón,-70.634912,-33.533982800000004
osm,deis,Farmacias del Dr. Simi,,San Ramón,-70.6349275,-33.5338792
osm,deis,Espoz,,La Granja,-70.6340346,-33.541484700000005
osm,deis,Ebenecer,,La Granja,-70.63395450000002,-33.5414864
osm,deis,Centro Dental,,La Granja,-70.6344062,-33.5347651
osm,deis,Dental Marinita 2,,La Granja,-70.634676,-33.532617
osm,deis,Farmacias Manríquez,,La Granja,-70.63371700000002,-33.5419749
osm,deis,Consulta Dental,,La Granja,-70.6342941,-33.5345989
osm,deis,Cruz Verde,,Talagante,-70.9183604,-33.659924999999994
osm,deis,Podología,,Ñuñoa,-70.6142425,-33.45272019999999
osm,deis,Farmacias Cordillera,,Maipú,-70.7576336,-33.507926399999995
osm,deis,Farmacia Pudahuelísimo,,Maipú,-70.7757593,-33.52466280000001
osm,deis,Clínica Dental San Pablo,,Maipú,-70.760305,-33.5089804
osm,deis,Avantt Farmacia,,Maipú,-70.763259,-33.52509310000001
osm,deis,SionSalud,,Maipú,-70.7694915,-33.521419900000005
osm,deis,Farmacias Ahumada,,Santiago,-70.6524198,-33.4539161
osm,deis,Farmàcia Emifar,,Quinta Normal,-70.7109308,-33.4165554
osm,deis,Farmacias Thomas,,Santiago,-70.6744001,-33.4666261
osm,deis,Sanchez & Vasquez,,Maipú,-70.74517,-33.499787000000005
osm,deis,Farmacias Tierra del Fuego,,Cerro Navia,-70.7206078,-33.421185499999986
osm,deis,Lider,,Quinta Normal,-70.707439,-33.4090301
osm,deis,Consulta Medica de La Familia,,Pudahuel,-70.7674357,-33.435754
osm,deis,Doctor Arturo Gallo,,Quinta Normal,-70.6925965,-33.4232389
osm,deis,Consulta Dental,,Pudahuel,-70.7532585,-33.4401013
osm,deis,Farmacias Nordenflycht,,Maipú,-70.75227470000002,-33.49609339999999
osm,deis,Farmacia del Pueblo,,Cerro Navia,-70.730349,-33.430966
osm,deis,Omari Farmacia,,Santiago,-70.6768463,-33.4507417
osm,deis,,,Maipú,-70.7409837,-33.47050670000001
osm,deis,Farmacias Saint Germain,,Maipú,-70.7413726,-33.4761623
osm,deis,Farmacia la Fen,,Cerrillos,-70.7195952,-33.50451029999999
osm,deis,Cemeslab,,Pudahuel,-70.7664365,-33.4342593
osm,deis,Centro Medico Cemeslab,,Pudahuel,-70.7668835,-33.43437439999999
osm,deis,Farmacia Leo,,Estación Central,-70.6983201,-33.461910499999995
osm,deis,Clinica Odontologica Ortodonica,,Pudahuel,-70.7512179,-33.4347596
osm,deis,Clínica Veterinaria,,Pudahuel,-70.7525953,-33.43910170000001
osm,deis,,,Puente Alto,-70.5973686,-33.5814667
osm,deis,Consulta Médica Biommb,,Maipú,-70.7390459,-33.471837900000004
osm,deis,Universal,,Lo Prado,-70.7328001,-33.4443885
osm,deis,Consulta Dental,,Cerro Navia,-70.7290214,-33.4289349
osm,deis,Consulta Dental,,Cerro Navia,-70.7270209,-33.429015799999995
osm,deis,Salud Dental,,Cerro Navia,-70.7260824,-33.4291316
osm,deis,Farmacias Knop,,Santiago,-70.6754281,-33.4503461
osm,deis,Farmacia Mapuche,,Santiago,-70.6765667,-33.44992870000001
osm,deis,Farmacias del Dr. Simi,,Santiago,-70.6767866,-33.449973500000006
osm,deis,Farmacia,,Quinta Normal,-70.7071392,-33.44169889999999
osm,deis,Farmacia Los Alpes,,Estación Central,-70.6985027,-33.46872439999999
osm,deis,,,Maipú,-70.7384023,-33.49288680000001
osm,deis,Farmacia Buena Vida,,Santiago,-70.648172,-33.4457906
osm,deis,Clínica Dental,,La Reina,-70.5516461,-33.4460936
osm,deis,Cruz Verde,,Las Condes,-70.5931372,-33.413922799999995
osm,deis,Cruz Verde,,La Reina,-70.5403952,-33.451864099999995
osm,deis,Consulta Odontológica,,La Florida,-70.5863203,-33.55298849999999
osm,deis,Consulta Dental,,La Florida,-70.5868409,-33.55002269999999
osm,deis,Consulta Dental,,La Florida,-70.5869186,-33.5493326
osm,deis,Valedent,,La Florida,-70.587613,-33.5464632
osm,deis,Exámines Médicos,,La Florida,-70.5939437,-33.53405670000001
osm,deis,Centro Dental San Javier,,La Florida,-70.5905102,-33.54019989999998
osm,deis,Farmacias Ahumada,,San Miguel,-70.652233,-33.49332690000001
osm,deis,Carly,,San Miguel,-70.6550423,-33.50307639999999
osm,deis,Farmacias Vita,,La Florida,-70.5885004,-33.546195299999994
osm,deis,,,San Miguel,-70.6570726,-33.510178499999995
osm,deis,Farmacia Jovita,,Peñalolén,-70.5615614,-33.4718582
osm,deis,Farmacias del Dr. Ahorro,,La Cisterna,-70.6593019,-33.518152499999985
osm,deis,SalcoBrand,,La Cisterna,-70.6594839,-33.5188383
osm,deis,Farmacias del Dr. Simi,,La Cisterna,-70.6595541,-33.5192077
osm,deis,Farmacias Manríquez,,La Cisterna,-70.6616044,-33.526155200000005
osm,deis,Farmacias La Cisterna,,La Cisterna,-70.6621951,-33.528693700000005
osm,deis,Farmacia la Granja,,La Cisterna,-70.6625894,-33.5298515
osm,deis,Belén Farmacias,,La Cisterna,-70.6641853,-33.53590570000001
