name,date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m,total_precipitation_sum
Alhué,2022-01-01,18.78888725280774,12.18317565917971,25.832511239051826,6.181191813151202,0.001722574154428
Alhué,2022-01-02,18.912295125325613,11.907492065429722,27.006326441764884,6.410155309041386,0.0
Alhué,2022-01-03,20.609390360514453,14.229016866683992,28.344120407104583,10.554610570271793,0.3391041954751017
Alhué,2022-01-04,20.66345072428396,13.305820922851638,28.59910314559943,10.630918807983504,7.772352546453477e-05
Alhué,2022-01-05,21.1395919291179,14.353354501724311,28.677082662582507,10.92470138549811,0.0
Alhué,2022-01-06,20.329177424113027,13.424536652565052,27.612523193359436,9.903493194580108,0.0004351138045421
Alhué,2022-01-07,21.39039431254082,13.837096810340938,30.310312595367463,10.804323984782002,0.0004351138045421
Alhué,2022-01-08,20.279653803507586,14.25527343750008,25.999335937500064,11.324213968912773,0.0107161235064268
Alhué,2022-01-09,19.874123509724996,14.450418987274247,27.24957885742191,11.260871073404928,0.0018722330810305
Alhué,2022-01-10,21.035061772664392,15.203049926757842,28.1658111572267,11.529359792073592,0.0012858445188612
Alhué,2022-01-11,21.34141644795744,15.4456090641022,28.1954739475251,12.547278340657613,0.0012904404798064
Alhué,2022-01-12,21.475369720459128,15.175340576171948,27.89835169315353,12.950264256795322,0.0
Alhué,2022-01-13,20.471384735107502,13.942788085937591,27.55499866008762,11.838692932128993,0.0014404698731596
Alhué,2022-01-14,21.62533757527666,14.551181559562735,29.934769268036007,10.618501612345485,0.0021427869683066
Alhué,2022-01-15,20.18723266601569,14.267484130859486,26.715900268554776,11.502848790486723,9.04084367903124e-05
Alhué,2022-01-16,17.998377176920712,13.801231079101626,24.369818725586015,10.795105717976924,0.4280374944210052
Alhué,2022-01-17,15.305937932332426,11.13349134922032,21.16399604797374,5.555622533162477,0.8308472617136432
Alhué,2022-01-18,17.056875330607227,10.36632537364966,24.611503486633353,1.0174542490641445,0.0012878651318715
Alhué,2022-01-19,17.711715240478554,11.571386108398483,24.802417612075885,2.7667759450278027,0.0
Alhué,2022-01-20,18.056484756469786,11.08516845703133,26.31326931476599,3.560183792114344,0.000441074366364
Alhué,2022-01-21,18.935581970214855,12.200451049804826,27.030839920043945,2.500742797851615,0.0008648742664263
Alhué,2022-01-22,18.229781723022597,11.324460992813158,26.67845085144046,4.791560389200924,0.0012904405366498
Alhué,2022-01-23,20.47108528137221,13.157890825271636,28.943777999878023,7.805810826619506,0.0
Alhué,2022-01-24,22.26571970621751,15.173350219726558,30.17273560047164,5.747367324829213,0.0017046926359398
Alhué,2022-01-25,20.78639417012539,14.017635812759464,27.842525024414215,9.26109006245946,0.0008523463179699
Alhué,2022-01-26,19.96502255757656,13.357011156082253,27.668386840820403,10.831707534790157,0.0001081591472029
Alhué,2022-01-27,19.807288335164458,13.5724420166016,27.004063720703183,11.829672775268593,0.0029571551954177
Alhué,2022-01-28,19.461623026529992,13.412496333122364,27.203142089843823,11.784807764689162,0.0005578663645167
Alhué,2022-01-29,19.04952547709155,12.568842773437495,25.86105743408217,11.255185368855848,0.0012814998058274
Alhué,2022-01-30,19.09379575093601,12.496062011718893,26.743949356079156,10.899376475016368,0.0004351138045421
Alhué,2022-01-31,20.65007970174156,14.852058105468814,27.213287506103597,9.725542627970412,0.0017285328794969
Alhué,2022-02-01,19.375438664754313,13.85026758193976,25.956744995117276,8.233380686442047,0.0167168117036453
Alhué,2022-02-02,19.608388366699273,13.52715332031255,26.459892096519468,9.718648503621525,0.0
Alhué,2022-02-03,18.62294451395678,12.84406730651864,25.1810298252106,9.324087626139374,0.01571079715589
Alhué,2022-02-04,18.689796269734813,12.541208562850954,26.067583703994785,10.226211268107136,1.4525599963849347
Alhué,2022-02-05,21.053338521321677,14.813824234008903,28.368923258781535,10.665640691121553,0.16973019567331
Alhué,2022-02-06,22.67521130879726,15.14868953704837,29.850122070312523,9.620958251953198,0.0021526329874177
Alhué,2022-02-07,21.38516499837243,15.27980895996103,28.57097229003915,10.629417394002305,0.000868656250077
Alhué,2022-02-08,21.65487909952805,14.934423403740029,30.228310060501144,10.143353932698574,0.0004351138613856
Alhué,2022-02-09,20.586658935546893,14.91605842590343,27.397457885742256,10.67810452779139,0.003866649531119
Alhué,2022-02-10,18.657377268473397,13.349936075210678,25.442741699218914,10.712522557576564,0.0704632747824973
Alhué,2022-02-11,19.7674265289308,13.994045472145103,27.45783775329596,9.74818852742527,0.0038460968062281
Alhué,2022-02-12,21.785319595336944,15.055388956070033,28.696540584564275,8.159106521606475,0.0
Alhué,2022-02-13,19.93267168680836,14.815215730667148,26.023447265625062,9.497218755086353,0.0030102349319349
Alhué,2022-02-14,19.900446675618586,14.18736594676983,27.65540079116829,11.42109372456872,0.0047014627853059
Alhué,2022-02-15,19.210358556111657,13.444609417915387,26.55719177246101,11.805827280680376,0.000935190673772
Alhué,2022-02-16,20.48956433614103,12.886997175216663,29.73050810337071,10.522338943481545,0.0
Alhué,2022-02-17,23.192561340332077,16.173937950134302,30.879171724319576,9.716111272176192,0.0
Alhué,2022-02-18,22.08986147562661,15.922125854492208,29.134884033203207,8.615097554524766,0.0
Alhué,2022-02-19,19.676053593953498,12.712045898437566,27.57189831256875,6.753121693929074,0.0008615441338122
Alhué,2022-02-20,19.37848045349125,13.934462890625127,25.03386718750005,7.747909571329842,0.0569813557808629
Alhué,2022-02-21,17.683170623779347,12.081143722534309,24.588779392242543,8.382060241699321,0.004548942670226
Alhué,2022-02-22,16.807074559529724,11.761254343986591,24.00375484466565,8.177092895507883,0.0042095883713955
Alhué,2022-02-23,15.128350575765012,11.031041870117235,20.19770197868354,6.824789708455398,2.982803461982258
Alhué,2022-02-24,16.606367950439505,9.757683715820406,24.233409185409585,7.02198315938324,0.0851144222542643
Alhué,2022-02-25,19.19274121602382,12.808931274414135,26.92572326660155,7.82564460754395,0.0008523463179699
Alhué,2022-02-26,19.23228825887054,12.691297607421973,26.987866258621295,7.1289100646973225,0.0004351138045421
Alhué,2022-02-27,18.215870717366556,11.120216674804738,25.649455323219343,7.188172175089505,0.0008523463179699
Alhué,2022-02-28,19.20112238566088,11.052863159179708,28.10343065261844,2.5403646850586483,0.0008702277796146
Alhué,2022-03-01,21.049651133219413,12.867987060546966,29.531992912292537,2.3223949178060934,0.0
Alhué,2022-03-02,22.089611307780046,15.97778017520909,29.885010070800888,6.526077601114935,0.0008612870487922
Alhué,2022-03-03,19.618452250162875,13.94307697296142,26.457962646484415,9.981455688476617,0.0022844582690595
Alhué,2022-03-04,19.86448122660329,14.180670166015716,26.92520829200754,10.582192840576226,0.2822930970819471
Alhué,2022-03-05,19.835261484781935,13.890964260101384,27.370335741043107,7.107308553059909,0.0017225742112714
Alhué,2022-03-06,17.362360712687234,12.059212036132864,22.13455618381505,4.46116322835303,0.0042885531001957
Alhué,2022-03-07,18.1306852976482,8.993983764648476,28.487086257934664,3.989955062866215,0.002157688072657
Alhué,2022-03-08,18.274930852254272,11.974589233398548,24.191451830864025,5.806453247070294,0.0
Alhué,2022-03-09,18.110893122355208,11.388260068893544,27.00921564102174,6.447438964843741,0.0021523431428249
Alhué,2022-03-10,20.29915969848645,13.016092529296998,28.488870239257835,4.136513671875036,0.0008523463179699
Alhué,2022-03-11,20.611488164266007,14.034367675781256,27.25621635913859,5.410219243367521,0.0008583068833445
Alhué,2022-03-12,18.94560389200848,12.82347068786629,26.786557617187555,8.467871551513781,0.0008694758594174
Alhué,2022-03-13,20.387549540201917,13.841454467773474,28.349237709045497,9.658870188395213,0.0004351138045421
Alhué,2022-03-14,20.511829198201553,14.862438354492213,27.801570577621533,11.114095840454183,0.0017256346040994
Alhué,2022-03-15,19.70246551513679,14.5387506103516,26.451198120117223,11.709323501586937,0.0009204540401697
Alhué,2022-03-16,18.987057723999044,13.641344604492248,24.800469360351656,11.794723765055435,0.0023655592372051
Alhué,2022-03-17,17.382324956258117,12.37375366210938,23.346938476562627,10.842843526204549,3.5272687346923703
Alhué,2022-03-18,18.20645469665527,12.342214717865032,26.106470608711337,10.01836985270188,2.8458563424646854
Alhué,2022-03-19,19.83317471822113,13.3906416368485,27.40368217468267,7.06016438802078,0.0008523463179699
Alhué,2022-03-20,18.716652399698944,14.504350104332104,24.042616934776333,7.312344589233476,0.0030107139536994
Alhué,2022-03-21,15.994774958292735,9.91083650588996,23.141711425781295,5.827365570068309,0.0008916002457226
Alhué,2022-03-22,17.703358281453518,11.016018676757824,25.509421386718827,6.373083623250409,0.0004351138045421
Alhué,2022-03-23,14.095599085489935,8.668150520324787,19.51934051036841,6.602626978556316,0.0041056376903725
Alhué,2022-03-24,15.452915929158564,7.035841674804772,25.172019653320376,3.2142613220215708,0.0017252261841349
Alhué,2022-03-25,17.859840011596702,7.910111083984418,27.01038665771489,4.156017176310343,0.001700730479115
Alhué,2022-03-26,16.612358652750743,11.237949829101694,22.49934631347662,7.905555953979501,0.0013781618326902
Alhué,2022-03-27,17.00449574788422,9.154220581054744,25.664037375450164,7.194870096842521,0.0021338461806408
Alhué,2022-03-28,18.155806833903057,12.438285522461,24.43073791503906,7.35202634175613,0.0
Alhué,2022-03-29,15.355778935750436,8.455706176757928,22.71461181640626,5.987936426798569,0.0035684555719228
Alhué,2022-03-30,15.073284200032615,5.911088867187573,24.597267651558013,-1.6991879018147529,0.0
Alhué,2022-03-31,16.820969797770204,7.0165716552735375,25.28059272289283,-1.214226710001526,0.0
Alhué,2022-04-01,17.718427963256943,9.094115600586008,25.41478877067567,3.3747786458333167,0.0025771948344299
Alhué,2022-04-02,16.67577913920087,10.827905640602182,23.293367309570385,8.175436299642001,0.0012998939087083
Alhué,2022-04-03,15.732321090698292,11.030311264991838,22.250540294647298,9.90456275939954,0.0460229161103598
Alhué,2022-04-04,17.00742045084644,8.370017089843827,25.71093576908123,5.427333145141631,0.0017285328794969
Alhué,2022-04-05,18.13804733276379,8.456128540039117,26.72058593750006,5.41281534830739,0.001713633480449
Alhué,2022-04-06,18.03910708109538,10.1818701171876,25.61607543945314,7.389749069213906,0.0030128161938591
Alhué,2022-04-07,17.88115079243994,10.093583993911864,25.534907226562552,8.435818150838259,0.0005975885615328
Alhué,2022-04-08,17.573918660481866,9.935891113281286,24.741608276367288,8.462168121337982,0.0001588184386491
Alhué,2022-04-09,14.464114074707195,9.027525024414103,20.904221081733795,7.020687764485729,0.0137441512197256
Alhué,2022-04-10,13.132511037190795,8.616462554931672,18.688352050781305,6.2034391784668514,0.0063403509557247
Alhué,2022-04-11,13.38187881469736,7.812773122787576,20.066031355857888,4.334340540568121,0.0008523463748133
Alhué,2022-04-12,13.95538965861016,9.096780061721915,19.677557983398454,3.143232523600318,0.0017032865571309
Alhué,2022-04-13,15.101537577311204,5.27979797363281,25.59580200195325,0.657715988159282,0.0
Alhué,2022-04-14,15.82436673482266,7.794494628906307,23.08939941406254,3.5215733846029593,0.0
Alhué,2022-04-15,13.53771608988444,9.176595172882116,19.584609985351676,7.562719294230192,0.0046554180812563
Alhué,2022-04-16,15.355203374227017,8.823184156417938,22.724466552734384,8.171015345255626,0.0008483509554935
Alhué,2022-04-17,14.734333368937255,7.9778709983826275,22.05891662597662,8.743683293660581,0.0285524082278243
Alhué,2022-04-18,14.431798350016322,9.020951714515776,21.45641259193428,7.477088979085408,0.0014093191271058
Alhué,2022-04-19,14.533777720133571,10.302311873436054,20.442433471679692,8.38778645833338,0.0406754621212712
Alhué,2022-04-20,13.744103622436626,9.390807971954416,19.72838562011725,8.699307072957481,0.2274704584397114
Alhué,2022-04-21,12.057896372477272,6.509436492919974,16.344588980674814,6.5995973714194065,0.7594876019629737
Alhué,2022-04-22,12.556290639241638,10.052020330429116,16.95354187011725,7.614412638346437,6.249406034825001
Alhué,2022-04-23,12.760336558024164,7.861824340820419,19.290858573913624,8.56717427571624,0.1002593523730866
Alhué,2022-04-24,13.033437245686857,9.197923011779835,17.708577270507874,8.417367426554392,0.1404954819577142
Alhué,2022-04-25,12.969530690511135,9.512784962654225,18.31318603515632,9.053875706990596,1.2470609414299365
Alhué,2022-04-26,11.21131772359223,8.650775756836026,13.0178572368622,9.231249313354567,21.576842377762667
Alhué,2022-04-27,8.763550211588608,6.097238707542488,12.21271564483652,5.161676279703897,5.006665131043066
Alhué,2022-04-28,10.166837539672828,3.1154669570923375,18.507020263671848,4.48871754964199,0.0008579948917031
Alhué,2022-04-29,11.70537495930995,4.566788501739609,21.183201904296936,5.373230285644638,0.0042697972526184
Alhué,2022-04-30,12.180652465820344,3.309012989997939,19.64807678222661,6.190556437174564,0.0008523463179699
