name,date,precipitation_mm
Alhué,2016-07-27,4.654944724064759
Alhué,2016-07-28,0.0
Alhué,2016-07-29,0.0029406215351727
Alhué,2016-07-30,0.0
Alhué,2016-07-31,7.390178478545595
Alhué,2016-08-01,0.0
Alhué,2016-08-02,3.102431682167803
Alhué,2016-08-03,0.0867923557261033
Alhué,2016-08-04,0.0
Alhué,2016-08-05,0.0
Alhué,2016-08-06,0.0
Alhué,2016-08-07,5.946830696343523
Alhué,2016-08-08,0.0
Alhué,2016-08-09,0.0
Alhué,2016-08-10,0.0
Alhué,2016-08-11,0.0
Alhué,2016-08-12,0.0
Alhué,2016-08-13,1.1149400449907394
Alhué,2016-08-14,0.1751749775264771
Alhué,2016-08-15,0.5216298230640651
Alhué,2016-08-16,0.0042608493559408
Alhué,2016-08-17,0.0
Alhué,2016-08-18,0.0
Alhué,2016-08-19,0.0
Alhué,2016-08-20,0.0
Alhué,2016-08-21,0.0
Alhué,2016-08-22,0.0
Alhué,2016-08-23,0.0
Alhué,2016-08-24,0.0
Alhué,2016-08-25,0.0
Alhué,2016-08-26,0.0
Alhué,2016-08-27,0.0
Alhué,2016-08-28,0.0
Alhué,2016-08-29,0.0
Alhué,2016-08-30,0.0
Alhué,2016-08-31,0.0
Alhué,2016-09-01,0.0
Alhué,2016-09-02,0.0
Alhué,2016-09-03,0.0
Alhué,2016-09-04,0.0
Alhué,2016-09-05,0.0
Alhué,2016-09-06,0.0
Alhué,2016-09-07,0.0
Alhué,2016-09-08,0.0
Alhué,2016-09-09,0.0
Alhué,2016-09-10,0.0
Alhué,2016-09-11,0.0
Alhué,2016-09-12,0.5740583050378882
Alhué,2016-09-13,0.0
Alhué,2016-09-14,0.224075141652122
Alhué,2016-09-15,0.0
Alhué,2016-09-16,0.8163316796306204
Alhué,2016-09-17,0.0
Alhué,2016-09-18,0.0
Alhué,2016-09-19,0.0
Alhué,2016-09-20,0.0
Alhué,2016-09-21,0.0
Alhué,2016-09-22,0.0
Alhué,2016-09-23,0.0
Alhué,2016-09-24,0.0
Alhué,2016-09-25,0.0
Alhué,2016-09-26,0.0
Alhué,2016-09-27,0.0
Alhué,2016-09-28,0.0
Alhué,2016-09-29,0.0
Alhué,2016-09-30,0.0
Alhué,2016-10-01,0.0
Alhué,2016-10-02,0.0
Alhué,2016-10-03,2.53457232178039
Alhué,2016-10-04,4.783638092701426
Alhué,2016-10-05,0.0
Alhué,2016-10-06,0.0
Alhué,2016-10-07,0.0
Alhué,2016-10-08,0.0
Alhué,2016-10-09,0.0
Alhué,2016-10-10,0.0
Alhué,2016-10-11,0.9440257512770048
Alhué,2016-10-12,3.4385143141638537
Alhué,2016-10-13,0.0
Alhué,2016-10-14,3.739948921592926
Alhué,2016-10-15,3.511560984518873
Alhué,2016-10-16,0.0
