tmean_annual,tmax_mean_annual,tmin_mean_annual,tmean_summer,tmax_mean_summer,tmin_mean_summer,tmean_winter,tmax_mean_winter,tmin_mean_winter,tmean_autumn,tmax_mean_autumn,tmin_mean_autumn,tmean_spring,tmax_mean_spring,tmin_mean_spring,hot_days_30c,hot_days_35c,tropical_nights_20c,frost_days,heat_wave_days,cold_spell_days,dtr_mean,dtr_p95,temp_monthly_sd,seasonal_amplitude,cdd_18,hdd_10,ehdd,tmax_p95,tmin_p05,name
11.271584699453554,14.585792349726777,7.813387978142076,16.602197802197804,20.504395604395604,13.127472527472529,6.43695652173913,9.032608695652176,3.151086956521739,11.24021739130435,14.453260869565218,8.13913043478261,10.86043956043956,14.415384615384617,6.883516483516483,0,0,0,38,29,25,6.772404371584699,11.3,4.836148066560271,10.165241280458673,57.6,656.6000000000001,51.75000000000005,23.2,-1.6,Lo Barnechea
16.10928961748634,23.233606557377048,10.51448087431694,22.468131868131863,31.09010989010989,15.386813186813187,9.865217391304347,15.244565217391305,5.7760869565217385,15.96195652173913,23.030434782608697,10.623913043478261,16.212087912087913,23.65934065934066,10.32197802197802,91,8,2,2,22,32,12.719125683060112,18.175000000000004,5.50820928258254,12.602914476827516,594.5,114.6,45.10000000000001,33.724999999999994,2.7,Lo Espejo
15.91639344262295,23.379234972677594,10.031967213114754,22.341758241758242,31.0989010989011,14.824175824175827,9.70108695652174,15.458695652173914,5.615217391304347,15.640217391304349,23.21521739130435,9.966304347826087,16.053846153846152,23.832967032967034,9.77142857142857,90,9,0,3,26,30,13.347267759562843,18.799999999999997,5.468709850293162,12.640671285236502,554.6999999999999,120.6,51.749999999999986,33.4,3.125,Lo Prado
15.618852459016393,22.198360655737705,10.4,21.779120879120875,29.72857142857143,15.526373626373628,9.660869565217393,14.84565217391304,5.447826086956522,15.411956521739128,21.905434782608694,10.632608695652175,15.69120879120879,22.3978021978022,10.045054945054945,53,2,3,4,26,28,11.798360655737707,16.8,5.348161470147802,12.118251313903482,503.09999999999997,156.5,49.60000000000003,32.0,1.9249999999999998,Macul
15.189617486338797,22.356010928961748,9.562295081967214,21.275824175824177,29.71538461538461,14.270329670329671,9.102173913043476,14.80108695652174,4.915217391304347,15.047826086956523,22.107608695652175,9.799999999999999,15.401098901098901,22.885714285714286,9.312087912087911,56,4,0,3,26,29,12.793715846994536,18.0,5.320391698902316,12.1736502627807,428.20000000000005,169.9,49.699999999999974,32.2,2.225,Maipú
14.98743169398907,22.24754098360656,9.45655737704918,20.482417582417582,29.2989010989011,13.649450549450549,9.502173913043478,14.92717391304348,5.042391304347826,15.031521739130433,22.315217391304348,9.876086956521739,14.993406593406595,22.52857142857143,9.302197802197803,46,4,0,8,26,31,12.790983606557377,17.675,4.765586592214868,10.980243669374104,306.80000000000007,126.39999999999999,48.300000000000026,31.5,2.05,María Pinto
14.528688524590164,21.816120218579236,9.03360655737705,19.51538461538462,27.96483516483516,13.1989010989011,9.34673913043478,14.945652173913041,4.89782608695652,14.503260869565217,22.031521739130437,9.014130434782608,14.806593406593407,22.395604395604394,9.06923076923077,32,5,0,6,19,32,12.782513661202184,18.9,4.522709984861925,10.168645484949838,216.40000000000003,142.9,57.999999999999964,31.2,1.4249999999999998,Melipilla
14.978142076502733,22.151092896174866,9.287978142076502,20.602197802197804,29.031868131868134,13.828571428571427,9.075,14.942391304347824,4.694565217391304,14.976086956521737,21.95108695652174,9.410869565217393,15.324175824175825,22.760439560439565,9.267032967032968,40,3,0,4,20,37,12.86311475409836,18.5,5.0742818078204825,11.527197802197804,355.0999999999999,161.6,47.100000000000016,31.775,1.8,Padre Hurtado
15.563387978142076,22.806010928961747,9.607923497267759,21.47912087912088,31.187912087912085,13.758241758241759,10.005434782608695,14.879347826086958,5.613043478260869,15.395652173913044,22.26739130434783,10.02608695652174,15.436263736263736,22.982417582417582,9.073626373626372,85,9,0,4,28,27,13.198087431693988,19.3,5.00947248246323,11.473686096512186,444.0,130.2,51.299999999999955,33.7,2.3,Paine
16.10928961748634,23.233606557377048,10.51448087431694,22.468131868131863,31.09010989010989,15.386813186813187,9.865217391304347,15.244565217391305,5.7760869565217385,15.96195652173913,23.030434782608697,10.623913043478261,16.212087912087913,23.65934065934066,10.32197802197802,91,8,2,2,22,32,12.719125683060112,18.175000000000004,5.50820928258254,12.602914476827516,594.5,114.6,45.10000000000001,33.724999999999994,2.7,Pedro Aguirre Cerda
